,NEname,EQPT.DownBPS,EQPT.DownPPS,EQPT.UpBPS,EQPT.UpPPS,SIG.ConflictPPS,SIG.ConflictPkg,SIG.RecvErrPPS,SIG.RecvErrPkg,SIG.RecvKB,SIG.RecvKBPS,SIG.RecvLoss,SIG.RecvLossPPS,SIG.RecvPPS,SIG.RecvPkg,SIG.SendErrPkg,SIG.SendKB,SIG.SendKBPS,SIG.SendLoss,SIG.SendLossPPS,SIG.SendPPS,SIG.SendPkg,SIG.SenderrPPS,dateTime
0,CQPSBC25BZX_207_sGi,0.00000,0.00000,0.00000,0.00000,0.00000,0,0.00000,0,520,0.57811,30,0.03333,5.22778,4705,0,434,0.48246,0,0.00000,4.19444,3775,0.00000,20210426000000
1,CQPSBC25BZX_208_Mw,0.00000,0.00000,0.00000,0.00000,0.00000,0,0.00000,0,121,0.13438,30,0.03333,2.03444,1831,0,44,0.04887,0,0.00000,1.00111,901,0.00000,20210426000000
2,CQPSBC25BZX_209_Rx,0.00000,0.00000,0.00000,0.00000,0.00000,0,0.00000,0,121,0.13424,30,0.03333,2.03444,1831,0,44,0.04887,0,0.00000,1.00111,901,0.00000,20210426000000
3,CQPSBC23BZX_109_Rx,0.00000,0.00000,0.00000,0.00000,0.00000,0,0.00000,0,13104,14.55954,30,0.03333,73.00000,65700,0,25728,28.58668,0,0.00000,61.98444,55786,0.00000,20210426000000
4,CQPSBC23BZX_108_Mw,0.00000,0.00000,0.00000,0.00000,0.00000,0,0.00000,0,1465278,1628.08627,30,0.03333,1784.67667,1606209,0,1187266,1319.18422,0,0.00000,1644.55000,1480095,0.00000,20210426000000
5,CQPSBC23BZX_107_sGi,0.00000,0.00000,0.00000,0.00000,0.00000,0,0.00000,0,738638,820.70865,30,0.03333,1409.17111,1268254,0,582277,646.97491,0,0.00000,1292.48444,1163236,0.00000,20210426000000
6,CQPSBC27BZX_209_Rx,0.00000,0.00000,0.00000,0.00000,0.00000,0,0.00000,0,121,0.13424,30,0.03333,2.03444,1831,0,44,0.04887,0,0.00000,1.00111,901,0.00000,20210426000000
7,CQPSBC27BZX_207_sGi,0.00000,0.00000,0.00000,0.00000,0.00000,0,0.00000,0,520,0.57802,30,0.03333,5.22667,4704,0,434,0.48237,0,0.00000,4.19333,3774,0.00000,20210426000000
8,CQPSBC27BZX_208_Mw,0.00000,0.00000,0.00000,0.00000,0.00000,0,0.00000,0,121,0.13438,30,0.03333,2.03444,1831,0,44,0.04887,0,0.00000,1.00111,901,0.00000,20210426000000
9,CQPSBC22BZX_109_Rx,0.00000,0.00000,0.00000,0.00000,0.00000,0,0.00000,0,12785,14.20536,30,0.03333,70.92333,63831,0,25185,27.98330,0,0.00000,60.29222,54263,0.00000,20210426000000
10,CQPSBC24BZX_109_Rx,0.00000,0.00000,0.00000,0.00000,0.00000,0,0.00000,0,18530,20.58846,30,0.03333,99.65111,89686,0,36632,40.70249,0,0.00000,79.71889,71747,0.00000,20210426000000
11,CQPSBC22BZX_208_Mw,0.00000,0.00000,0.00000,0.00000,0.00000,0,0.00000,0,121,0.13454,30,0.03333,2.03556,1832,0,44,0.04892,0,0.00000,1.00222,902,0.00000,20210426000000
12,CQPSBC22BZX_209_Rx,0.00000,0.00000,0.00000,0.00000,0.00000,0,0.00000,0,121,0.13444,30,0.03333,2.03444,1831,0,44,0.04887,0,0.00000,1.00111,901,0.00000,20210426000000
13,CQPSBC22BZX_207_sGi,0.00000,0.00000,0.00000,0.00000,0.00000,0,0.00000,0,520,0.57812,30,0.03333,5.22667,4704,0,434,0.48237,0,0.00000,4.19333,3774,0.00000,20210426000000
14,CQPSBC24BZX_108_Mw,0.00000,0.00000,0.00000,0.00000,0.00000,0,0.00000,0,1802092,2002.32396,30,0.03333,2190.86222,1971776,0,1462788,1625.31991,0,0.00000,2022.52889,1820276,0.00000,20210426000000
15,CQPSBC24BZX_107_sGi,0.00000,0.00000,0.00000,0.00000,0.00000,0,0.00000,0,920181,1022.42290,30,0.03333,1692.20222,1522982,0,760087,844.54097,0,0.00000,1623.93444,1461541,0.00000,20210426000000
16,CQPSBC21BZX_107_sGi,0.00000,0.00000,0.00000,0.00000,0.00000,0,0.00000,0,732010,813.34460,30,0.03333,1394.45556,1255010,0,578961,643.28990,0,0.00000,1284.26333,1155837,0.00000,20210426000000
17,CQPSBC21BZX_109_Rx,0.00000,0.00000,0.00000,0.00000,0.00000,0,0.00000,0,12667,14.07403,30,0.03333,70.94667,63852,0,25006,27.78477,0,0.00000,60.44444,54400,0.00000,20210426000000
18,CQPSBC21BZX_108_Mw,0.00000,0.00000,0.00000,0.00000,0.00000,0,0.00000,0,1460518,1622.79747,30,0.03333,1777.01222,1599311,0,1179591,1310.65721,0,0.00000,1635.32444,1471792,0.00000,20210426000000
19,CQPSBC8BZX_108_Mw,0.00000,0.00000,0.00000,0.00000,0.00000,0,0.00000,0,1707194,1896.88192,0,0.00000,2060.01333,1854012,0,1398887,1554.31905,0,0.00000,1918.61556,1726754,0.00000,20210426000000
20,CQPSBC8BZX_109_Rx,0.00000,0.00000,0.00000,0.00000,0.00000,0,0.00000,0,18481,20.53478,0,0.00000,99.55444,89599,0,36799,40.88763,0,0.00000,80.52778,72475,0.00000,20210426000000
21,CQPSBC20BZX_208_Mw,0.00000,0.00000,0.00000,0.00000,0.00000,0,0.00000,0,121,0.13440,30,0.03333,2.03333,1830,0,44,0.04887,0,0.00000,1.00111,901,0.00000,20210426000000
22,CQPSBC8BZX_107_sGi,0.00000,0.00000,0.00000,0.00000,0.00000,0,0.00000,0,914785,1016.42772,0,0.00000,1686.02556,1517423,0,757226,841.36234,0,0.00000,1620.16000,1458144,0.00000,20210426000000
23,CQPSBC20BZX_209_Rx,0.00000,0.00000,0.00000,0.00000,0.00000,0,0.00000,0,121,0.13440,30,0.03333,2.03333,1830,0,44,0.04887,0,0.00000,1.00111,901,0.00000,20210426000000
24,CQPSBC20BZX_207_sGi,0.00000,0.00000,0.00000,0.00000,0.00000,0,0.00000,0,521,0.57887,30,0.03333,5.23556,4712,0,435,0.48321,0,0.00000,4.20333,3783,0.00000,20210426000000
25,CQPSBC10BZX_109_Rx,0.00000,0.00000,0.00000,0.00000,0.00000,0,0.00000,0,12380,13.75574,0,0.00000,68.91889,62027,0,24638,27.37505,0,0.00000,56.85778,51172,0.00000,20210426000000
26,CQPSBC10BZX_108_Mw,0.00000,0.00000,0.00000,0.00000,0.00000,0,0.00000,0,1402576,1558.41787,0,0.00000,1705.82556,1535243,0,1141408,1268.23063,0,0.00000,1572.95444,1415659,0.00000,20210426000000
27,CQPSBC10BZX_107_sGi,0.00000,0.00000,0.00000,0.00000,0.00000,0,0.00000,0,731603,812.89208,0,0.00000,1406.63333,1265970,0,600199,666.88826,0,0.00000,1321.31000,1189179,0.00000,20210426000000
28,CQPSBC9BZX_207_sGi,0.00000,0.00000,0.00000,0.00000,0.00000,0,0.00000,0,474,0.52672,0,0.00000,4.72444,4252,0,436,0.48481,0,0.00000,4.22444,3802,0.00000,20210426000000
29,CQPSBC9BZX_208_Mw,0.00000,0.00000,0.00000,0.00000,0.00000,0,0.00000,0,82,0.09095,0,0.00000,1.50222,1352,0,44,0.04892,0,0.00000,1.00222,902,0.00000,20210426000000
30,CQPSBC26BZX_109_Rx,0.00000,0.00000,0.00000,0.00000,0.00000,0,0.00000,0,12541,13.93454,30,0.03333,70.45111,63406,0,24661,27.40090,0,0.00000,57.66000,51894,0.00000,20210426000000
31,CQPSBC26BZX_107_sGi,0.00000,0.00000,0.00000,0.00000,0.00000,0,0.00000,0,734147,815.71866,30,0.03333,1402.89444,1262605,0,604661,671.84566,0,0.00000,1322.85000,1190565,0.00000,20210426000000
32,CQPSBC26BZX_108_Mw,0.00000,0.00000,0.00000,0.00000,0.00000,0,0.00000,0,1427840,1586.48878,30,0.03333,1743.12889,1568816,0,1159055,1287.83864,0,0.00000,1608.59667,1447737,0.00000,20210426000000
33,CQPSBC7BZX_109_Rx,0.00000,0.00000,0.00000,0.00000,0.00000,0,0.00000,0,18262,20.29123,0,0.00000,100.20667,90186,0,35874,39.85967,0,0.00000,78.87444,70987,0.00000,20210426000000
34,CQPSBC7BZX_108_Mw,0.00000,0.00000,0.00000,0.00000,0.00000,0,0.00000,0,1692380,1880.42170,0,0.00000,2051.58000,1846422,0,1387850,1542.05563,0,0.00000,1913.21111,1721890,0.00000,20210426000000
35,CQPSBC7BZX_107_sGi,0.00000,0.00000,0.00000,0.00000,0.00000,0,0.00000,0,907077,1007.86317,0,0.00000,1668.02333,1501221,0,748663,831.84789,0,0.00000,1604.41556,1443974,0.00000,20210426000000
36,CQPSBC9BZX_209_Rx,0.00000,0.00000,0.00000,0.00000,0.00000,0,0.00000,0,82,0.09095,0,0.00000,1.50222,1352,0,44,0.04892,0,0.00000,1.00222,902,0.00000,20210426000000
37,CQPSBC27BZX_107_sGi,0.00000,0.00000,0.00000,0.00000,0.00000,0,0.00000,0,749598,832.88653,30,0.03333,1594.27889,1434851,0,616177,684.64082,0,0.00000,1510.46444,1359418,0.00000,20210426000000
38,CQPSBC27BZX_109_Rx,0.00000,0.00000,0.00000,0.00000,0.00000,0,0.00000,0,12543,13.93646,30,0.03333,70.50556,63455,0,24696,27.44003,0,0.00000,57.80667,52026,0.00000,20210426000000
39,CQPSBC27BZX_108_Mw,0.00000,0.00000,0.00000,0.00000,0.00000,0,0.00000,0,1414999,1572.22142,30,0.03333,1718.61333,1546752,0,1149742,1277.49083,0,0.00000,1588.59222,1429733,0.00000,20210426000000
40,CQPSBC25BZX_108_Mw,0.00000,0.00000,0.00000,0.00000,0.00000,0,0.00000,0,1410948,1567.71974,30,0.03333,1716.77889,1545101,0,1148159,1275.73193,0,0.00000,1585.11333,1426602,0.00000,20210426000000
41,CQPSBC25BZX_109_Rx,0.00000,0.00000,0.00000,0.00000,0.00000,0,0.00000,0,12239,13.59916,30,0.03333,67.71111,60940,0,24193,26.88074,0,0.00000,56.81667,51135,0.00000,20210426000000
42,CQPSBC25BZX_107_sGi,0.00000,0.00000,0.00000,0.00000,0.00000,0,0.00000,0,732980,814.42221,30,0.03333,1399.84667,1259862,0,600229,666.92152,0,0.00000,1313.90222,1182512,0.00000,20210426000000
43,CQPSBC9BZX_108_Mw,0.00000,0.00000,0.00000,0.00000,0.00000,0,0.00000,0,1414513,1571.68132,0,0.00000,1718.69333,1546824,0,1145421,1272.69052,0,0.00000,1583.98222,1425584,0.00000,20210426000000
44,CQPSBC9BZX_109_Rx,0.00000,0.00000,0.00000,0.00000,0.00000,0,0.00000,0,12470,13.85566,0,0.00000,70.51556,63464,0,24678,27.41950,0,0.00000,58.43444,52591,0.00000,20210426000000
45,CQPSBC9BZX_107_sGi,0.00000,0.00000,0.00000,0.00000,0.00000,0,0.00000,0,731195,812.43852,0,0.00000,1401.05778,1260952,0,603441,670.48993,0,0.00000,1326.70000,1194030,0.00000,20210426000000
46,CQPSBC23BZX_207_sGi,0.00000,0.00000,0.00000,0.00000,0.00000,0,0.00000,0,522,0.58051,30,0.03333,5.25556,4730,0,436,0.48479,0,0.00000,4.22222,3800,0.00000,20210426000000
47,CQPSBC23BZX_208_Mw,0.00000,0.00000,0.00000,0.00000,0.00000,0,0.00000,0,121,0.13451,30,0.03333,2.03556,1832,0,44,0.04892,0,0.00000,1.00222,902,0.00000,20210426000000
48,CQPSBC23BZX_209_Rx,0.00000,0.00000,0.00000,0.00000,0.00000,0,0.00000,0,121,0.13444,30,0.03333,2.03444,1831,0,44,0.04887,0,0.00000,1.00111,901,0.00000,20210426000000
49,CQPSBC26BZX_207_sGi,0.00000,0.00000,0.00000,0.00000,0.00000,0,0.00000,0,520,0.57789,30,0.03333,5.22556,4703,0,434,0.48227,0,0.00000,4.19222,3773,0.00000,20210426000000
50,CQPSBC26BZX_209_Rx,0.00000,0.00000,0.00000,0.00000,0.00000,0,0.00000,0,121,0.13428,30,0.03333,2.03556,1832,0,44,0.04892,0,0.00000,1.00222,902,0.00000,20210426000000
51,CQPSBC26BZX_208_Mw,0.00000,0.00000,0.00000,0.00000,0.00000,0,0.00000,0,121,0.13441,30,0.03333,2.03556,1832,0,44,0.04892,0,0.00000,1.00222,902,0.00000,20210426000000
52,CQPSBC24BZX_208_Mw,0.00000,0.00000,0.00000,0.00000,0.00000,0,0.00000,0,121,0.13444,30,0.03333,2.03556,1832,0,44,0.04892,0,0.00000,1.00222,902,0.00000,20210426000000
53,CQPSBC24BZX_209_Rx,0.00000,0.00000,0.00000,0.00000,0.00000,0,0.00000,0,121,0.13431,30,0.03333,2.03556,1832,0,44,0.04892,0,0.00000,1.00222,902,0.00000,20210426000000
54,CQPSBC21BZX_209_Rx,0.00000,0.00000,0.00000,0.00000,0.00000,0,0.00000,0,121,0.13454,30,0.03333,2.03556,1832,0,44,0.04892,0,0.00000,1.00222,902,0.00000,20210426000000
55,CQPSBC21BZX_208_Mw,0.00000,0.00000,0.00000,0.00000,0.00000,0,0.00000,0,121,0.13454,30,0.03333,2.03556,1832,0,44,0.04892,0,0.00000,1.00222,902,0.00000,20210426000000
56,CQPSBC21BZX_207_sGi,0.00000,0.00000,0.00000,0.00000,0.00000,0,0.00000,0,522,0.58054,30,0.03333,5.25556,4730,0,436,0.48479,0,0.00000,4.22222,3800,0.00000,20210426000000
57,CQPSBC20BZX_109_Rx,0.00000,0.00000,0.00000,0.00000,0.00000,0,0.00000,0,18930,21.03339,30,0.03333,99.08778,89179,0,37655,41.83837,0,0.00000,84.11333,75702,0.00000,20210426000000
58,CQPSBC20BZX_108_Mw,0.00000,0.00000,0.00000,0.00000,0.00000,0,0.00000,0,1842157,2046.84074,30,0.03333,2239.36111,2015425,0,1491098,1656.77511,0,0.00000,2065.92222,1859330,0.00000,20210426000000
59,CQPSBC20BZX_107_sGi,0.00000,0.00000,0.00000,0.00000,0.00000,0,0.00000,0,916356,1018.17327,30,0.03333,1679.15667,1511241,0,726500,807.22270,0,0.00000,1569.44000,1412496,0.00000,20210426000000
60,CQPSBC22BZX_108_Mw,0.00000,0.00000,0.00000,0.00000,0.00000,0,0.00000,0,1460701,1623.00071,30,0.03333,1785.03444,1606531,0,1184318,1315.90835,0,0.00000,1646.34889,1481714,0.00000,20210426000000
61,CQPSBC22BZX_107_sGi,0.00000,0.00000,0.00000,0.00000,0.00000,0,0.00000,0,736579,818.42154,30,0.03333,1406.08111,1265473,0,581376,645.97325,0,0.00000,1291.15333,1162038,0.00000,20210426000000
62,CQPSBC8BZX_209_Rx,0.00000,0.00000,0.00000,0.00000,0.00000,0,0.00000,0,82,0.09095,0,0.00000,1.50222,1352,0,44,0.04892,0,0.00000,1.00222,902,0.00000,20210426000000
63,CQPSBC8BZX_207_sGi,0.00000,0.00000,0.00000,0.00000,0.00000,0,0.00000,0,474,0.52663,0,0.00000,4.72333,4251,0,436,0.48473,0,0.00000,4.22333,3801,0.00000,20210426000000
64,CQPSBC8BZX_208_Mw,0.00000,0.00000,0.00000,0.00000,0.00000,0,0.00000,0,82,0.09095,0,0.00000,1.50222,1352,0,44,0.04892,0,0.00000,1.00222,902,0.00000,20210426000000
65,CQPSBC24BZX_207_sGi,0.00000,0.00000,0.00000,0.00000,0.00000,0,0.00000,0,521,0.57864,30,0.03333,5.23444,4711,0,435,0.48304,0,0.00000,4.20111,3781,0.00000,20210426000000
66,CQPSBC10BZX_208_Mw,0.00000,0.00000,0.00000,0.00000,0.00000,0,0.00000,0,82,0.09089,0,0.00000,1.50111,1351,0,44,0.04887,0,0.00000,1.00111,901,0.00000,20210426000000
67,CQPSBC10BZX_209_Rx,0.00000,0.00000,0.00000,0.00000,0.00000,0,0.00000,0,82,0.09089,0,0.00000,1.50111,1351,0,44,0.04887,0,0.00000,1.00111,901,0.00000,20210426000000
68,CQPSBC10BZX_207_sGi,0.00000,0.00000,0.00000,0.00000,0.00000,0,0.00000,0,475,0.52774,0,0.00000,4.73667,4263,0,437,0.48575,0,0.00000,4.23667,3813,0.00000,20210426000000
69,CQPSBC7BZX_209_Rx,0.00000,0.00000,0.00000,0.00000,0.00000,0,0.00000,0,82,0.09089,0,0.00000,1.50111,1351,0,44,0.04887,0,0.00000,1.00111,901,0.00000,20210426000000
70,CQPSBC7BZX_208_Mw,0.00000,0.00000,0.00000,0.00000,0.00000,0,0.00000,0,82,0.09089,0,0.00000,1.50111,1351,0,44,0.04887,0,0.00000,1.00111,901,0.00000,20210426000000
71,CQPSBC7BZX_207_sGi,0.00000,0.00000,0.00000,0.00000,0.00000,0,0.00000,0,473,0.52570,0,0.00000,4.71111,4240,0,435,0.48378,0,0.00000,4.21222,3791,0.00000,20210426000000
72,CQPSBC25BZX_207_sGi,0.00000,0.00000,0.00000,0.00000,0.00000,0,0.00000,0,520,0.57811,30,0.03333,5.22778,4705,0,434,0.48246,0,0.00000,4.19444,3775,0.00000,20210426001500
73,CQPSBC25BZX_208_Mw,0.00000,0.00000,0.00000,0.00000,0.00000,0,0.00000,0,121,0.13444,30,0.03333,2.03556,1832,0,44,0.04892,0,0.00000,1.00222,902,0.00000,20210426001500
74,CQPSBC25BZX_209_Rx,0.00000,0.00000,0.00000,0.00000,0.00000,0,0.00000,0,121,0.13431,30,0.03333,2.03556,1832,0,44,0.04892,0,0.00000,1.00222,902,0.00000,20210426001500
75,CQPSBC23BZX_109_Rx,0.00000,0.00000,0.00000,0.00000,0.00000,0,0.00000,0,11294,12.54874,30,0.03333,64.07778,57670,0,22183,24.64763,0,0.00000,55.13333,49620,0.00000,20210426001500
76,CQPSBC23BZX_108_Mw,0.00000,0.00000,0.00000,0.00000,0.00000,0,0.00000,0,1391992,1546.65816,30,0.03333,1694.78333,1525305,0,1127956,1253.28415,0,0.00000,1566.20778,1409587,0.00000,20210426001500
77,CQPSBC23BZX_107_sGi,0.00000,0.00000,0.00000,0.00000,0.00000,0,0.00000,0,697464,774.96054,30,0.03333,1351.70444,1216534,0,543126,603.47289,0,0.00000,1227.13333,1104420,0.00000,20210426001500
78,CQPSBC27BZX_209_Rx,0.00000,0.00000,0.00000,0.00000,0.00000,0,0.00000,0,121,0.13431,30,0.03333,2.03556,1832,0,44,0.04892,0,0.00000,1.00222,902,0.00000,20210426001500
79,CQPSBC27BZX_207_sGi,0.00000,0.00000,0.00000,0.00000,0.00000,0,0.00000,0,520,0.57765,30,0.03333,5.22222,4700,0,434,0.48201,0,0.00000,4.18889,3770,0.00000,20210426001500
80,CQPSBC27BZX_208_Mw,0.00000,0.00000,0.00000,0.00000,0.00000,0,0.00000,0,121,0.13444,30,0.03333,2.03556,1832,0,44,0.04892,0,0.00000,1.00222,902,0.00000,20210426001500
81,CQPSBC22BZX_109_Rx,0.00000,0.00000,0.00000,0.00000,0.00000,0,0.00000,0,10780,11.97829,30,0.03333,60.96333,54867,0,21156,23.50661,0,0.00000,52.77556,47498,0.00000,20210426001500
82,CQPSBC24BZX_109_Rx,0.00000,0.00000,0.00000,0.00000,0.00000,0,0.00000,0,15386,17.09505,30,0.03333,84.03333,75630,0,30347,33.71942,0,0.00000,68.69444,61825,0.00000,20210426001500
83,CQPSBC22BZX_208_Mw,0.00000,0.00000,0.00000,0.00000,0.00000,0,0.00000,0,121,0.13447,30,0.03333,2.03444,1831,0,44,0.04887,0,0.00000,1.00111,901,0.00000,20210426001500
84,CQPSBC22BZX_209_Rx,0.00000,0.00000,0.00000,0.00000,0.00000,0,0.00000,0,121,0.13451,30,0.03333,2.03556,1832,0,44,0.04892,0,0.00000,1.00222,902,0.00000,20210426001500
85,CQPSBC22BZX_207_sGi,0.00000,0.00000,0.00000,0.00000,0.00000,0,0.00000,0,520,0.57821,30,0.03333,5.22778,4705,0,434,0.48246,0,0.00000,4.19444,3775,0.00000,20210426001500
86,CQPSBC24BZX_108_Mw,0.00000,0.00000,0.00000,0.00000,0.00000,0,0.00000,0,1680633,1867.36946,30,0.03333,2031.16889,1828052,0,1369869,1522.07697,0,0.00000,1897.48778,1707739,0.00000,20210426001500
87,CQPSBC24BZX_107_sGi,0.00000,0.00000,0.00000,0.00000,0.00000,0,0.00000,0,863336,959.26219,30,0.03333,1596.38444,1436746,0,698533,776.14816,0,0.00000,1510.93333,1359840,0.00000,20210426001500
88,CQPSBC21BZX_107_sGi,0.00000,0.00000,0.00000,0.00000,0.00000,0,0.00000,0,692003,768.89253,30,0.03333,1331.55000,1198395,0,537582,597.31381,0,0.00000,1210.35778,1089322,0.00000,20210426001500
89,CQPSBC21BZX_109_Rx,0.00000,0.00000,0.00000,0.00000,0.00000,0,0.00000,0,10867,12.07469,30,0.03333,61.98556,55787,0,21263,23.62520,0,0.00000,53.42556,48083,0.00000,20210426001500
90,CQPSBC21BZX_108_Mw,0.00000,0.00000,0.00000,0.00000,0.00000,0,0.00000,0,1394337,1549.26298,30,0.03333,1696.13778,1526524,0,1127307,1252.56378,0,0.00000,1567.33778,1410604,0.00000,20210426001500
91,CQPSBC8BZX_108_Mw,0.00000,0.00000,0.00000,0.00000,0.00000,0,0.00000,0,1640822,1823.13566,0,0.00000,1980.89000,1782801,0,1343261,1492.51240,0,0.00000,1851.41444,1666273,0.00000,20210426001500
92,CQPSBC8BZX_109_Rx,0.00000,0.00000,0.00000,0.00000,0.00000,0,0.00000,0,15483,17.20387,0,0.00000,84.53778,76084,0,30388,33.76445,0,0.00000,69.82556,62843,0.00000,20210426001500
93,CQPSBC20BZX_208_Mw,0.00000,0.00000,0.00000,0.00000,0.00000,0,0.00000,0,121,0.13454,30,0.03333,2.03556,1832,0,44,0.04892,0,0.00000,1.00222,902,0.00000,20210426001500
94,CQPSBC8BZX_107_sGi,0.00000,0.00000,0.00000,0.00000,0.00000,0,0.00000,0,860922,956.58037,0,0.00000,1596.50667,1436856,0,693869,770.96523,0,0.00000,1504.89444,1354405,0.00000,20210426001500
95,CQPSBC20BZX_209_Rx,0.00000,0.00000,0.00000,0.00000,0.00000,0,0.00000,0,121,0.13454,30,0.03333,2.03556,1832,0,44,0.04892,0,0.00000,1.00222,902,0.00000,20210426001500
96,CQPSBC20BZX_207_sGi,0.00000,0.00000,0.00000,0.00000,0.00000,0,0.00000,0,521,0.57905,30,0.03333,5.23778,4714,0,435,0.48330,0,0.00000,4.20444,3784,0.00000,20210426001500
97,CQPSBC10BZX_109_Rx,0.00000,0.00000,0.00000,0.00000,0.00000,0,0.00000,0,10418,11.57543,0,0.00000,59.01667,53115,0,20580,22.86716,0,0.00000,49.70667,44736,0.00000,20210426001500
98,CQPSBC10BZX_108_Mw,0.00000,0.00000,0.00000,0.00000,0.00000,0,0.00000,0,1373740,1526.37790,0,0.00000,1672.17889,1504961,0,1110922,1234.35786,0,0.00000,1540.56556,1386509,0.00000,20210426001500
99,CQPSBC10BZX_107_sGi,0.00000,0.00000,0.00000,0.00000,0.00000,0,0.00000,0,691649,768.49907,0,0.00000,1336.79222,1203113,0,559152,621.28012,0,0.00000,1242.55444,1118299,0.00000,20210426001500
100,CQPSBC9BZX_207_sGi,0.00000,0.00000,0.00000,0.00000,0.00000,0,0.00000,0,474,0.52663,0,0.00000,4.72333,4251,0,436,0.48473,0,0.00000,4.22333,3801,0.00000,20210426001500
101,CQPSBC9BZX_208_Mw,0.00000,0.00000,0.00000,0.00000,0.00000,0,0.00000,0,82,0.09089,0,0.00000,1.50111,1351,0,44,0.04887,0,0.00000,1.00111,901,0.00000,20210426001500
102,CQPSBC26BZX_109_Rx,0.00000,0.00000,0.00000,0.00000,0.00000,0,0.00000,0,10202,11.33598,30,0.03333,58.65000,52785,0,19975,22.19459,0,0.00000,49.21333,44292,0.00000,20210426001500
103,CQPSBC26BZX_107_sGi,0.00000,0.00000,0.00000,0.00000,0.00000,0,0.00000,0,688616,765.12861,30,0.03333,1325.50889,1192958,0,554416,616.01809,0,0.00000,1229.66444,1106698,0.00000,20210426001500
104,CQPSBC26BZX_108_Mw,0.00000,0.00000,0.00000,0.00000,0.00000,0,0.00000,0,1355405,1506.00549,30,0.03333,1653.48111,1488133,0,1100466,1222.73997,0,0.00000,1533.18889,1379870,0.00000,20210426001500
105,CQPSBC7BZX_109_Rx,0.00000,0.00000,0.00000,0.00000,0.00000,0,0.00000,0,16081,17.86780,0,0.00000,89.08444,80176,0,31525,35.02735,0,0.00000,71.28667,64158,0.00000,20210426001500
106,CQPSBC7BZX_108_Mw,0.00000,0.00000,0.00000,0.00000,0.00000,0,0.00000,0,1593426,1770.47386,0,0.00000,1923.47667,1731129,0,1314978,1461.08719,0,0.00000,1815.29333,1633764,0.00000,20210426001500
107,CQPSBC7BZX_107_sGi,0.00000,0.00000,0.00000,0.00000,0.00000,0,0.00000,0,862030,957.81118,0,0.00000,1596.60667,1436946,0,696518,773.90904,0,0.00000,1510.09111,1359082,0.00000,20210426001500
108,CQPSBC9BZX_209_Rx,0.00000,0.00000,0.00000,0.00000,0.00000,0,0.00000,0,82,0.09089,0,0.00000,1.50111,1351,0,44,0.04887,0,0.00000,1.00111,901,0.00000,20210426001500
109,CQPSBC27BZX_107_sGi,0.00000,0.00000,0.00000,0.00000,0.00000,0,0.00000,0,711243,790.27013,30,0.03333,1504.28667,1353858,0,576054,640.06031,0,0.00000,1411.14444,1270030,0.00000,20210426001500
110,CQPSBC27BZX_109_Rx,0.00000,0.00000,0.00000,0.00000,0.00000,0,0.00000,0,10784,11.98237,30,0.03333,61.62778,55465,0,21171,23.52374,0,0.00000,51.63667,46473,0.00000,20210426001500
111,CQPSBC27BZX_108_Mw,0.00000,0.00000,0.00000,0.00000,0.00000,0,0.00000,0,1364293,1515.88089,30,0.03333,1658.59111,1492732,0,1108126,1231.25123,0,0.00000,1536.24000,1382616,0.00000,20210426001500
112,CQPSBC25BZX_108_Mw,0.00000,0.00000,0.00000,0.00000,0.00000,0,0.00000,0,1357369,1508.18737,30,0.03333,1650.95889,1485863,0,1102914,1225.45961,0,0.00000,1529.28889,1376360,0.00000,20210426001500
113,CQPSBC25BZX_109_Rx,0.00000,0.00000,0.00000,0.00000,0.00000,0,0.00000,0,10965,12.18343,30,0.03333,61.48556,55337,0,21769,24.18792,0,0.00000,52.42000,47178,0.00000,20210426001500
114,CQPSBC25BZX_107_sGi,0.00000,0.00000,0.00000,0.00000,0.00000,0,0.00000,0,691665,768.51705,30,0.03333,1330.51111,1197460,0,557552,619.50220,0,0.00000,1234.57333,1111116,0.00000,20210426001500
115,CQPSBC9BZX_108_Mw,0.00000,0.00000,0.00000,0.00000,0.00000,0,0.00000,0,1377378,1530.41969,0,0.00000,1674.55444,1507099,0,1112043,1235.60331,0,0.00000,1547.00556,1392305,0.00000,20210426001500
116,CQPSBC9BZX_109_Rx,0.00000,0.00000,0.00000,0.00000,0.00000,0,0.00000,0,10890,12.10036,0,0.00000,62.54333,56289,0,21413,23.79208,0,0.00000,52.81889,47537,0.00000,20210426001500
117,CQPSBC9BZX_107_sGi,0.00000,0.00000,0.00000,0.00000,0.00000,0,0.00000,0,689835,766.48285,0,0.00000,1330.40000,1197360,0,559248,621.38672,0,0.00000,1244.39000,1119951,0.00000,20210426001500
118,CQPSBC23BZX_207_sGi,0.00000,0.00000,0.00000,0.00000,0.00000,0,0.00000,0,523,0.58061,30,0.03333,5.25667,4731,0,436,0.48488,0,0.00000,4.22333,3801,0.00000,20210426001500
119,CQPSBC23BZX_208_Mw,0.00000,0.00000,0.00000,0.00000,0.00000,0,0.00000,0,121,0.13444,30,0.03333,2.03444,1831,0,44,0.04887,0,0.00000,1.00111,901,0.00000,20210426001500
120,CQPSBC23BZX_209_Rx,0.00000,0.00000,0.00000,0.00000,0.00000,0,0.00000,0,121,0.13451,30,0.03333,2.03556,1832,0,44,0.04892,0,0.00000,1.00222,902,0.00000,20210426001500
