,NEname,SIG.ConflictPPS,SIG.ConflictPkg,SIG.RecvErrPPS,SIG.RecvErrPkg,SIG.RecvKB,SIG.RecvKBPS,SIG.RecvLoss,SIG.RecvLossPPS,SIG.RecvPPS,SIG.RecvPkg,SIG.SendErrPkg,SIG.SendKB,SIG.SendKBPS,SIG.SendLoss,SIG.SendLossPPS,SIG.SendPPS,SIG.SendPkg,SIG.SenderrPPS,dateTime
47,CQVOLTETAS6BZX_3-5_DRA,0.00000,0,0.00000,0,2322415,2580.46133,0,0.00000,2548002.22222,2293202000,0,1092984,1214.42717,0,0.00000,1404613.33333,1264152000,0.00000,20210426001500
48,CQVOLTETAS6BZX_3-6_DRA,0.00000,0,0.00000,0,633,0.70278,0,0.00000,11244.44444,10120000,0,0,0.00000,0,0.00000,0.00000,0,0.00000,20210426001500
49,CQVOLTETAS6BZX_4-6_CSCF,0.00000,0,0.00000,0,633,0.70375,0,0.00000,11260.00000,10134000,0,0,0.00000,0,0.00000,0.00000,0,0.00000,20210426001500
50,CQVOLTETAS3BZX_4-6_CSCF,0.00000,0,0.00000,0,58,0.06465,0,0.00000,1034.44444,931000,0,0,0.00000,0,0.00000,0.00000,0,0.00000,20210426001500
51,CQVOLTETAS3BZX_4-5_CSCF,0.00000,0,0.00000,0,167626,186.25091,0,0.00000,482321.11111,434089000,0,164315,182.57247,0,0.00000,402130.00000,361917000,0.00000,20210426001500
52,CQVOLTETAS5BZX_4-6_CSCF,0.00000,0,0.00000,0,562,0.62493,0,0.00000,9998.88889,8999000,0,0,0.00000,0,0.00000,0.00000,0,0.00000,20210426001500
53,CQVOLTETAS5BZX_1-5_BOSS,0.00000,0,0.00000,0,5620,6.24398,0,0.00000,33152.22222,29837000,0,65976,73.30648,0,0.00000,83402.22222,75062000,0.00000,20210426001500
54,CQVOLTETAS5BZX_4-5_CSCF,0.00000,0,0.00000,0,152310,169.23342,0,0.00000,462643.33333,416379000,0,155413,172.68100,0,0.00000,380660.00000,342594000,0.00000,20210426001500
55,CQVOLTETAS5BZX_1-6_BOSS,0.00000,0,0.00000,0,121,0.13460,0,0.00000,2056.66667,1851000,0,0,0.00000,0,0.00000,0.00000,0,0.00000,20210426001500
56,CQVOLTETAS7BZX_3-5_DRA,0.00000,0,0.00000,0,634,0.70486,0,0.00000,11277.77778,10150000,0,0,0.00000,0,0.00000,0.00000,0,0.00000,20210426001500
57,CQVOLTETAS7BZX_3-6_DRA,0.00000,0,0.00000,0,2324289,2582.54286,0,0.00000,2550175.55556,2295158000,0,1093912,1215.45831,0,0.00000,1405472.22222,1264925000,0.00000,20210426001500
58,CQVOLTETAS5BZX_3-5_DRA,0.00000,0,0.00000,0,2333356,2592.61726,0,0.00000,2559314.44444,2303383000,0,1101090,1223.43295,0,0.00000,1413976.66667,1272579000,0.00000,20210426001500
59,CQVOLTETAS6BZX_4-5_CSCF,0.00000,0,0.00000,0,150904,167.67160,0,0.00000,459814.44444,413833000,0,154387,171.54148,0,0.00000,377057.77778,339352000,0.00000,20210426001500
60,CQVOLTETAS7BZX_1-6_BOSS,0.00000,0,0.00000,0,4528,5.03058,0,0.00000,27324.44444,24592000,0,60202,66.89082,0,0.00000,75140.00000,67626000,0.00000,20210426003000
61,CQVOLTETAS7BZX_4-6_CSCF,0.00000,0,0.00000,0,144686,160.76182,0,0.00000,441142.22222,397028000,0,147536,163.92852,0,0.00000,361673.33333,325506000,0.00000,20210426003000
