,NEname,dateTime,SC.AnsSessionTerm.fromVoLTE,SC.OrigRelBeforeRing.fromVoLTE,SC.OrigRelAfterRing.fromVoLTE,SC.FailSessionOrig.403.fromVoLTE,SC.FailSessionOrig.404.fromVoLTE,SC.FailSessionOrig.408.fromVoLTE,SC.FailSessionOrig.480.fromVoLTE,SC.FailSessionOrig.484.fromVoLTE,SC.FailSessionOrig.487.fromVoLTE,SC.FailSessionOrig.486.fromVoLTE,SC.FailSessionOrig.600.fromVoLTE,SC.FailSessionOrig.603.fromVoLTE,SC.FailSessionOrig.604.fromVoLTE,SC.AnsSessionOrig.fromVoLTE,SC.FailSessionTerm.403.fromVoLTE,SC.FailSessionTerm.404.fromVoLTE,SC.FailSessionTerm.408.fromVoLTE,SC.FailSessionTerm.480.fromVoLTE,SC.FailSessionTerm.484.fromVoLTE,SC.FailSessionTerm.486.fromVoLTE,SC.FailSessionTerm.487.fromVoLTE,SC.FailSessionTerm.600.fromVoLTE,SC.FailSessionTerm.603.fromVoLTE,SC.FailSessionTerm.604.fromVoLTE,SC.TermRelBeforeRing.fromVoLTE,SC.TermRelAfterRing.fromVoLTE,SC.AttSessionOrig.fromVoLTE,SC.AttSessionTerm.fromVoLTE
359,CQISBG5BZX,20210125080000,33670.0,3285.0,7937.0,0.0,1.0,1304.0,230.0,0.0,358.0,0.0,0.0,7.0,0.0,33272.0,0.0,0.0,2503.0,10.0,0.0,34.0,360.0,0.0,1.0,0.0,1566.0,6003.0,46419.0,44183.0
360,CQISBG6BZX,20210125081500,40421.0,4073.0,9523.0,4.0,2.0,1409.0,277.0,0.0,425.0,15.0,0.0,2.0,0.0,39940.0,0.0,0.0,2874.0,8.0,0.0,66.0,378.0,0.0,0.0,0.0,2053.0,7145.0,55683.0,53035.0
361,CQISBG8BZX,20210125081500,40374.0,3837.0,9099.0,10.0,3.0,1478.0,255.0,0.0,423.0,7.0,0.0,0.0,2.0,39505.0,0.0,0.0,2855.0,12.0,0.0,91.0,346.0,0.0,2.0,0.0,1985.0,6852.0,54636.0,52581.0
362,CQISBG7BZX,20210125081500,40640.0,3907.0,9621.0,4.0,5.0,1513.0,240.0,0.0,486.0,6.0,0.0,1.0,1.0,39392.0,0.0,0.0,2939.0,6.0,0.0,51.0,415.0,0.0,0.0,0.0,2007.0,7100.0,55197.0,53194.0
363,CQISBG9BZX,20210125081500,39872.0,3968.0,9353.0,2.0,1.0,1435.0,237.0,0.0,444.0,6.0,0.0,4.0,0.0,39767.0,0.0,0.0,2871.0,11.0,0.0,62.0,407.0,0.0,1.0,0.0,1994.0,7036.0,55245.0,52315.0
364,CQISBG5BZX,20210125081500,40064.0,3985.0,9573.0,3.0,0.0,1401.0,270.0,0.0,498.0,9.0,0.0,1.0,0.0,39616.0,0.0,0.0,2928.0,15.0,0.0,56.0,388.0,0.0,0.0,0.0,1892.0,7018.0,55371.0,52415.0
365,CQISBG6BZX,20210125083000,47551.0,4598.0,11183.0,2.0,3.0,1687.0,337.0,0.0,451.0,15.0,0.0,2.0,0.0,46786.0,0.0,0.0,3366.0,17.0,0.0,206.0,519.0,0.0,3.0,0.0,2553.0,8515.0,65092.0,62832.0
366,CQISBG8BZX,20210125083000,48137.0,4479.0,11229.0,6.0,4.0,1714.0,286.0,0.0,497.0,22.0,0.0,1.0,0.0,47074.0,0.0,0.0,3456.0,21.0,0.0,196.0,585.0,0.0,0.0,0.0,2520.0,8731.0,65354.0,63738.0
367,CQISBG7BZX,20210125083000,47977.0,4757.0,11182.0,2.0,2.0,1810.0,343.0,0.0,537.0,15.0,0.0,0.0,0.0,46897.0,0.0,0.0,3508.0,12.0,0.0,189.0,556.0,0.0,1.0,0.0,2486.0,8630.0,65585.0,63485.0
368,CQISBG9BZX,20210125083000,48170.0,4735.0,11212.0,1.0,1.0,1685.0,358.0,0.0,540.0,24.0,0.0,5.0,0.0,47285.0,0.0,0.0,3465.0,12.0,0.0,181.0,541.0,0.0,0.0,0.0,2341.0,8628.0,65865.0,63427.0
369,CQISBG5BZX,20210125083000,47780.0,4716.0,11340.0,3.0,1.0,1594.0,335.0,0.0,547.0,13.0,0.0,0.0,0.0,46932.0,0.0,0.0,3505.0,15.0,0.0,174.0,562.0,0.0,0.0,0.0,2437.0,8434.0,65531.0,62985.0
370,CQISBG6BZX,20210125084500,55779.0,5328.0,12852.0,12.0,3.0,1874.0,352.0,0.0,549.0,25.0,0.0,1.0,0.0,54408.0,0.0,0.0,3920.0,10.0,0.0,266.0,669.0,0.0,1.0,0.0,2784.0,9982.0,75442.0,73592.0
371,CQISBG8BZX,20210125084500,55671.0,5304.0,12839.0,2.0,10.0,1801.0,383.0,0.0,606.0,22.0,0.0,0.0,0.0,54604.0,0.0,0.0,3983.0,12.0,0.0,297.0,753.0,0.0,0.0,0.0,2862.0,10333.0,75604.0,74008.0
372,CQISBG7BZX,20210125084500,55339.0,5370.0,12683.0,3.0,1.0,1913.0,345.0,0.0,610.0,22.0,0.0,16.0,0.0,54099.0,0.0,0.0,3921.0,16.0,0.0,228.0,691.0,0.0,1.0,0.0,2912.0,10236.0,75097.0,73469.0
373,CQISBG9BZX,20210125084500,55244.0,5213.0,12699.0,3.0,3.0,1878.0,418.0,0.0,628.0,16.0,0.0,2.0,0.0,54208.0,0.0,0.0,4050.0,16.0,0.0,257.0,762.0,0.0,1.0,0.0,2990.0,9784.0,75094.0,73249.0
374,CQISBG5BZX,20210125084500,55178.0,5436.0,12989.0,5.0,1.0,1885.0,336.0,0.0,644.0,24.0,0.0,4.0,1.0,53869.0,11.0,0.0,4066.0,15.0,0.0,220.0,723.0,0.0,0.0,0.0,2963.0,10069.0,75222.0,73340.0
375,CQISBG6BZX,20210125090000,63936.0,6324.0,14981.0,5.0,6.0,2100.0,421.0,0.0,677.0,40.0,0.0,3.0,0.0,61608.0,0.0,0.0,4851.0,18.0,0.0,742.0,1296.0,0.0,1.0,0.0,3723.0,12530.0,86198.0,87315.0
376,CQISBG8BZX,20210125090000,64487.0,6028.0,14918.0,8.0,4.0,2105.0,443.0,0.0,672.0,42.0,0.0,5.0,1.0,61777.0,0.0,0.0,4936.0,20.0,0.0,787.0,1397.0,0.0,1.0,0.0,3621.0,12866.0,86047.0,88320.0
377,CQISBG7BZX,20210125090000,64208.0,6500.0,15265.0,10.0,8.0,2133.0,394.0,0.0,673.0,68.0,0.0,4.0,0.0,62682.0,0.0,0.0,4914.0,23.0,0.0,627.0,1250.0,0.0,0.0,0.0,3555.0,12384.0,87781.0,87155.0
378,CQISBG9BZX,20210125090000,63484.0,6178.0,15014.0,10.0,2.0,2089.0,433.0,0.0,720.0,48.0,0.0,3.0,2.0,62119.0,0.0,0.0,4857.0,18.0,0.0,671.0,1325.0,0.0,1.0,0.0,3728.0,12592.0,86651.0,86923.0
379,CQISBG5BZX,20210125090000,63455.0,6034.0,14914.0,6.0,7.0,2085.0,426.0,0.0,635.0,44.0,0.0,3.0,0.0,61379.0,5.0,0.0,4827.0,21.0,0.0,743.0,1304.0,0.0,1.0,0.0,3616.0,12416.0,85578.0,86655.0
380,CQISBG6BZX,20210125091500,69598.0,6963.0,16642.0,7.0,1.0,2227.0,469.0,0.0,733.0,52.0,0.0,1.0,1.0,67409.0,1.0,0.0,5318.0,30.0,0.0,918.0,1597.0,0.0,0.0,0.0,4032.0,14444.0,94543.0,96159.0
381,CQISBG8BZX,20210125091500,70176.0,6610.0,16594.0,11.0,5.0,2315.0,444.0,0.0,725.0,60.0,0.0,3.0,0.0,67249.0,0.0,0.0,5465.0,40.0,0.0,1041.0,1763.0,0.0,1.0,0.0,4302.0,14460.0,94059.0,97474.0
382,CQISBG7BZX,20210125091500,69913.0,6817.0,16289.0,6.0,7.0,2312.0,479.0,0.0,763.0,50.0,0.0,10.0,1.0,66962.0,0.0,0.0,5391.0,23.0,0.0,1012.0,1650.0,0.0,1.0,0.0,4093.0,14486.0,93725.0,96817.0
383,CQISBG9BZX,20210125091500,69834.0,6955.0,16488.0,11.0,8.0,2196.0,419.0,0.0,729.0,58.0,0.0,5.0,0.0,66668.0,0.0,0.0,5204.0,22.0,0.0,865.0,1696.0,0.0,0.0,0.0,4620.0,14342.0,93577.0,96769.0
384,CQISBG5BZX,20210125091500,69456.0,6940.0,16308.0,6.0,4.0,2319.0,466.0,0.0,728.0,51.0,0.0,3.0,0.0,67156.0,0.0,0.0,5407.0,21.0,0.0,924.0,1582.0,0.0,2.0,0.0,4216.0,14196.0,94029.0,96056.0
385,CQISBG6BZX,20210125093000,74496.0,7418.0,17937.0,5.0,10.0,2301.0,505.0,0.0,793.0,53.0,0.0,3.0,1.0,70849.0,0.0,1.0,5804.0,26.0,0.0,1133.0,1966.0,0.0,0.0,0.0,4549.0,15727.0,99943.0,103901.0
386,CQISBG8BZX,20210125093000,74595.0,7214.0,17642.0,5.0,6.0,2304.0,455.0,0.0,742.0,59.0,0.0,2.0,1.0,71221.0,0.0,0.0,5815.0,29.0,0.0,1092.0,1938.0,0.0,2.0,0.0,4265.0,15822.0,99696.0,103754.0
387,CQISBG7BZX,20210125093000,74350.0,7410.0,17856.0,4.0,4.0,2346.0,523.0,0.0,750.0,67.0,0.0,2.0,0.0,70496.0,0.0,0.0,5678.0,45.0,0.0,1147.0,2020.0,0.0,0.0,0.0,4589.0,15901.0,99500.0,103948.0
388,CQISBG9BZX,20210125093000,73956.0,7247.0,17774.0,5.0,4.0,2346.0,500.0,0.0,732.0,64.0,0.0,5.0,0.0,70201.0,0.0,0.0,5723.0,34.0,0.0,1137.0,1889.0,0.0,0.0,0.0,4578.0,15388.0,98920.0,102976.0
389,CQISBG5BZX,20210125093000,74034.0,7274.0,17469.0,6.0,8.0,2301.0,469.0,0.0,813.0,69.0,0.0,3.0,0.0,70358.0,0.0,0.0,5636.0,29.0,0.0,1103.0,2001.0,0.0,0.0,0.0,4359.0,15454.0,98806.0,102811.0
390,CQISBG6BZX,20210125094500,78207.0,7726.0,18580.0,11.0,9.0,2454.0,526.0,0.0,798.0,55.0,0.0,4.0,0.0,74194.0,0.0,0.0,5828.0,24.0,0.0,1115.0,1940.0,0.0,1.0,0.0,4639.0,16735.0,104410.0,108713.0
391,CQISBG8BZX,20210125094500,77227.0,7579.0,18364.0,10.0,10.0,2298.0,508.0,0.0,860.0,71.0,0.0,3.0,0.0,73557.0,0.0,0.0,5809.0,25.0,0.0,1176.0,2019.0,0.0,0.0,0.0,4421.0,16486.0,103309.0,107349.0
392,CQISBG7BZX,20210125094500,77441.0,7553.0,18286.0,10.0,11.0,2423.0,530.0,0.0,776.0,52.0,0.0,2.0,1.0,73247.0,0.0,0.0,5882.0,34.0,0.0,1167.0,1944.0,0.0,0.0,0.0,4542.0,16370.0,102936.0,107623.0
393,CQISBG9BZX,20210125094500,76851.0,7467.0,18123.0,5.0,12.0,2395.0,508.0,0.0,742.0,64.0,0.0,5.0,0.0,72705.0,0.0,0.0,5896.0,17.0,0.0,1190.0,1948.0,0.0,0.0,0.0,4647.0,16694.0,102063.0,107427.0
394,CQISBG5BZX,20210125094500,76906.0,7653.0,18219.0,10.0,16.0,2332.0,514.0,0.0,785.0,56.0,0.0,10.0,0.0,72584.0,0.0,0.0,5976.0,28.0,0.0,1123.0,1977.0,0.0,0.0,0.0,4657.0,16438.0,102234.0,107304.0
395,CQISBG6BZX,20210125100000,80333.0,7921.0,19261.0,8.0,15.0,2440.0,553.0,0.0,800.0,80.0,0.0,5.0,0.0,76085.0,0.0,0.0,6254.0,31.0,0.0,1327.0,2298.0,0.0,0.0,0.0,4677.0,17526.0,107208.0,112611.0
396,CQISBG8BZX,20210125100000,80189.0,7910.0,19083.0,8.0,5.0,2387.0,543.0,0.0,815.0,73.0,0.0,3.0,0.0,75631.0,0.0,0.0,6166.0,28.0,0.0,1438.0,2212.0,0.0,1.0,0.0,4718.0,17229.0,106497.0,112135.0
397,CQISBG7BZX,20210125100000,80688.0,7858.0,18991.0,14.0,7.0,2398.0,485.0,0.0,779.0,67.0,0.0,9.0,0.0,75045.0,0.0,0.0,6174.0,30.0,0.0,1304.0,2237.0,0.0,0.0,0.0,4474.0,17021.0,105683.0,112081.0
398,CQISBG9BZX,20210125100000,79878.0,7820.0,18970.0,2.0,8.0,2437.0,532.0,0.0,753.0,69.0,0.0,3.0,0.0,75244.0,0.0,0.0,5889.0,31.0,0.0,1289.0,2210.0,0.0,0.0,0.0,4497.0,17219.0,105875.0,111132.0
399,CQISBG5BZX,20210125100000,79903.0,7887.0,19148.0,10.0,7.0,2537.0,522.0,0.0,773.0,84.0,0.0,1.0,0.0,75297.0,0.0,0.0,6099.0,24.0,0.0,1346.0,2354.0,0.0,1.0,0.0,4549.0,17130.0,106303.0,111607.0
400,CQISBG6BZX,20210125101500,81313.0,8068.0,19131.0,7.0,5.0,2428.0,548.0,0.0,829.0,76.0,0.0,1.0,0.0,76372.0,1.0,0.0,6067.0,24.0,0.0,1326.0,2304.0,0.0,0.0,0.0,4773.0,17512.0,107500.0,113484.0
401,CQISBG8BZX,20210125101500,81508.0,8023.0,19471.0,14.0,12.0,2393.0,531.0,0.0,821.0,74.0,0.0,2.0,0.0,76357.0,0.0,0.0,6074.0,28.0,0.0,1474.0,2362.0,0.0,1.0,0.0,4860.0,17908.0,107746.0,114375.0
402,CQISBG7BZX,20210125101500,81994.0,8158.0,19209.0,13.0,6.0,2301.0,540.0,0.0,834.0,59.0,0.0,12.0,0.0,76346.0,0.0,0.0,6050.0,38.0,0.0,1414.0,2333.0,0.0,2.0,0.0,4710.0,17516.0,107512.0,114241.0
403,CQISBG9BZX,20210125101500,81120.0,8170.0,19185.0,6.0,8.0,2416.0,543.0,0.0,759.0,84.0,0.0,6.0,0.0,75801.0,0.0,0.0,6196.0,24.0,0.0,1419.0,2265.0,0.0,0.0,0.0,4816.0,17382.0,107024.0,113370.0
404,CQISBG5BZX,20210125101500,80854.0,8002.0,19307.0,3.0,8.0,2487.0,468.0,0.0,747.0,68.0,0.0,5.0,0.0,75900.0,0.0,0.0,6096.0,29.0,0.0,1452.0,2344.0,0.0,0.0,0.0,4831.0,17504.0,107040.0,113257.0
405,CQISBG6BZX,20210125103000,82124.0,8018.0,19063.0,12.0,11.0,2309.0,550.0,0.0,815.0,85.0,0.0,5.0,0.0,76000.0,0.0,0.0,6262.0,27.0,0.0,1456.0,2496.0,0.0,0.0,0.0,4619.0,17438.0,106922.0,114580.0
406,CQISBG8BZX,20210125103000,82119.0,7976.0,19339.0,10.0,8.0,2380.0,495.0,0.0,809.0,78.0,0.0,7.0,0.0,76351.0,0.0,0.0,5865.0,33.0,0.0,1549.0,2383.0,0.0,2.0,0.0,4723.0,17926.0,107501.0,114770.0
407,CQISBG7BZX,20210125103000,81947.0,8100.0,19251.0,4.0,5.0,2420.0,566.0,0.0,783.0,75.0,0.0,6.0,0.0,76486.0,0.0,0.0,5958.0,30.0,0.0,1487.0,2396.0,0.0,1.0,0.0,4889.0,17829.0,107750.0,114741.0
408,CQISBG9BZX,20210125103000,82006.0,8147.0,19402.0,8.0,9.0,2367.0,604.0,0.0,849.0,73.0,0.0,3.0,0.0,77335.0,0.0,0.0,5967.0,39.0,0.0,1531.0,2384.0,0.0,2.0,0.0,4928.0,17569.0,108843.0,114624.0
409,CQISBG5BZX,20210125103000,81543.0,8189.0,19518.0,5.0,11.0,2313.0,483.0,0.0,785.0,89.0,0.0,6.0,1.0,76964.0,0.0,0.0,5931.0,27.0,0.0,1458.0,2376.0,0.0,0.0,0.0,4519.0,17503.0,108417.0,113467.0
410,CQISBG6BZX,20210125104500,82652.0,7976.0,18710.0,5.0,6.0,2315.0,483.0,0.0,765.0,75.0,0.0,6.0,0.0,76828.0,0.0,0.0,6039.0,33.0,0.0,1368.0,2310.0,0.0,0.0,0.0,4562.0,17309.0,107226.0,114440.0
411,CQISBG8BZX,20210125104500,82286.0,8044.0,19279.0,11.0,12.0,2222.0,527.0,0.0,763.0,71.0,0.0,4.0,0.0,76698.0,0.0,0.0,5939.0,40.0,0.0,1394.0,2386.0,0.0,0.0,0.0,4711.0,17735.0,107663.0,114642.0
412,CQISBG7BZX,20210125104500,82459.0,8163.0,19259.0,7.0,9.0,2402.0,527.0,0.0,773.0,64.0,0.0,11.0,0.0,76750.0,0.0,0.0,5960.0,26.0,0.0,1318.0,2343.0,0.0,1.0,0.0,4658.0,17238.0,108017.0,114227.0
413,CQISBG9BZX,20210125104500,81938.0,8154.0,18960.0,4.0,5.0,2389.0,545.0,0.0,785.0,54.0,0.0,6.0,0.0,77164.0,0.0,0.0,5928.0,27.0,0.0,1401.0,2262.0,0.0,0.0,0.0,4681.0,17452.0,108110.0,113875.0
414,CQISBG5BZX,20210125104500,81707.0,7981.0,19185.0,5.0,12.0,2321.0,534.0,0.0,823.0,61.0,0.0,11.0,0.0,76197.0,1.0,0.0,5939.0,25.0,0.0,1337.0,2288.0,0.0,1.0,0.0,4577.0,17473.0,107173.0,113489.0
415,CQISBG6BZX,20210125110000,82994.0,8173.0,19215.0,8.0,15.0,2315.0,521.0,0.0,817.0,66.0,0.0,7.0,0.0,77728.0,0.0,1.0,5810.0,29.0,0.0,1404.0,2481.0,0.0,1.0,0.0,4549.0,17281.0,108911.0,114706.0
416,CQISBG8BZX,20210125110000,84073.0,7866.0,19541.0,9.0,6.0,2284.0,514.0,0.0,758.0,59.0,0.0,3.0,0.0,78558.0,0.0,0.0,6076.0,40.0,0.0,1467.0,2555.0,0.0,1.0,0.0,4761.0,17511.0,109662.0,116637.0
417,CQISBG7BZX,20210125110000,83524.0,8211.0,19507.0,14.0,7.0,2340.0,487.0,0.0,839.0,74.0,0.0,4.0,0.0,77943.0,0.0,0.0,5849.0,31.0,0.0,1401.0,2460.0,0.0,0.0,0.0,4771.0,17478.0,109467.0,115704.0
418,CQISBG9BZX,20210125110000,83441.0,8181.0,19598.0,10.0,12.0,2427.0,493.0,0.0,808.0,79.0,0.0,4.0,0.0,78194.0,0.0,0.0,6103.0,44.0,0.0,1341.0,2406.0,0.0,0.0,0.0,4717.0,17711.0,109879.0,115910.0
419,CQISBG5BZX,20210125110000,83444.0,8127.0,19196.0,10.0,9.0,2340.0,519.0,0.0,770.0,84.0,0.0,6.0,0.0,77574.0,6.0,0.0,6071.0,35.0,0.0,1459.0,2598.0,0.0,1.0,0.0,4550.0,17316.0,108678.0,115635.0
420,CQISBG6BZX,20210125111500,84742.0,8085.0,19199.0,12.0,4.0,2379.0,512.0,0.0,773.0,90.0,0.0,4.0,0.0,78285.0,0.0,0.0,5884.0,27.0,0.0,1477.0,2520.0,0.0,3.0,0.0,4834.0,17390.0,109410.0,117028.0
421,CQISBG8BZX,20210125111500,83692.0,8136.0,19400.0,11.0,12.0,2387.0,502.0,0.0,789.0,77.0,0.0,5.0,0.0,79000.0,0.0,0.0,6127.0,47.0,0.0,1455.0,2478.0,0.0,0.0,0.0,4733.0,17729.0,110392.0,116405.0
422,CQISBG7BZX,20210125111500,83733.0,8165.0,19462.0,8.0,4.0,2330.0,528.0,0.0,776.0,74.0,0.0,3.0,1.0,78831.0,0.0,0.0,6028.0,35.0,0.0,1511.0,2518.0,0.0,1.0,0.0,4858.0,17799.0,110222.0,116681.0
423,CQISBG9BZX,20210125111500,84016.0,8202.0,19575.0,11.0,7.0,2483.0,550.0,0.0,855.0,78.0,0.0,5.0,0.0,78071.0,0.0,0.0,5843.0,33.0,0.0,1389.0,2512.0,0.0,0.0,0.0,4841.0,17699.0,109901.0,116473.0
424,CQISBG5BZX,20210125111500,83764.0,8082.0,19184.0,12.0,20.0,2347.0,464.0,0.0,795.0,71.0,0.0,7.0,0.0,78413.0,0.0,0.0,5822.0,44.0,0.0,1471.0,2521.0,0.0,1.0,0.0,4606.0,17772.0,109430.0,116144.0
425,CQISBG6BZX,20210125113000,83408.0,7858.0,19074.0,7.0,4.0,2285.0,504.0,0.0,847.0,82.0,0.0,1.0,0.0,77823.0,0.0,0.0,5886.0,35.0,0.0,1345.0,2353.0,0.0,1.0,0.0,4468.0,17346.0,108537.0,114997.0
426,CQISBG8BZX,20210125113000,83601.0,7929.0,19345.0,6.0,3.0,2363.0,512.0,0.0,780.0,75.0,0.0,4.0,0.0,78515.0,0.0,0.0,5903.0,38.0,0.0,1388.0,2432.0,0.0,1.0,0.0,4643.0,17039.0,109579.0,115205.0
427,CQISBG7BZX,20210125113000,84186.0,8139.0,19354.0,10.0,9.0,2343.0,580.0,0.0,762.0,59.0,0.0,3.0,0.0,78708.0,0.0,0.0,5883.0,43.0,0.0,1285.0,2373.0,0.0,1.0,0.0,4594.0,17514.0,110020.0,116048.0
428,CQISBG9BZX,20210125113000,83885.0,8184.0,19549.0,6.0,7.0,2353.0,494.0,0.0,801.0,69.0,0.0,3.0,0.0,78604.0,0.0,0.0,6011.0,34.0,0.0,1285.0,2408.0,0.0,0.0,0.0,4510.0,17356.0,110125.0,115647.0
429,CQISBG5BZX,20210125113000,82856.0,7824.0,19164.0,5.0,8.0,2467.0,493.0,0.0,740.0,77.0,0.0,6.0,0.0,78051.0,1.0,0.0,5805.0,39.0,0.0,1337.0,2280.0,0.0,0.0,0.0,4338.0,17191.0,108874.0,113988.0
430,CQISBG6BZX,20210125114500,80640.0,7719.0,18637.0,5.0,5.0,2435.0,472.0,0.0,755.0,74.0,0.0,6.0,0.0,76016.0,0.0,0.0,5511.0,36.0,0.0,1203.0,2169.0,0.0,0.0,0.0,4203.0,16430.0,106184.0,110389.0
431,CQISBG8BZX,20210125114500,80369.0,7563.0,18751.0,5.0,8.0,2308.0,538.0,0.0,809.0,78.0,0.0,4.0,1.0,75775.0,0.0,0.0,5308.0,31.0,0.0,1205.0,2270.0,0.0,0.0,0.0,4257.0,16843.0,105888.0,110506.0
432,CQISBG7BZX,20210125114500,80794.0,7593.0,18494.0,4.0,4.0,2349.0,472.0,0.0,789.0,72.0,0.0,3.0,0.0,75922.0,0.0,0.0,5616.0,35.0,0.0,1243.0,2188.0,0.0,1.0,0.0,4253.0,16564.0,105747.0,110899.0
433,CQISBG9BZX,20210125114500,80493.0,7824.0,18759.0,10.0,8.0,2317.0,539.0,0.0,834.0,80.0,0.0,6.0,0.0,76730.0,0.0,0.0,5511.0,30.0,0.0,1263.0,2189.0,0.0,1.0,0.0,4438.0,16580.0,107149.0,110715.0
434,CQISBG5BZX,20210125114500,80069.0,7437.0,18824.0,2.0,6.0,2202.0,503.0,0.0,728.0,78.0,0.0,1.0,0.0,76027.0,0.0,0.0,5527.0,36.0,0.0,1177.0,2190.0,0.0,1.0,0.0,4161.0,16665.0,105849.0,110059.0
435,CQISBG6BZX,20210125120000,74359.0,7137.0,17878.0,3.0,2.0,2355.0,430.0,0.0,751.0,30.0,0.0,1.0,0.0,71478.0,0.0,0.0,4866.0,35.0,0.0,696.0,1510.0,0.0,2.0,0.0,3920.0,14894.0,100102.0,100440.0
436,CQISBG8BZX,20210125120000,73859.0,7099.0,17499.0,6.0,8.0,2280.0,486.0,0.0,706.0,27.0,0.0,5.0,0.0,71453.0,0.0,0.0,5026.0,33.0,0.0,702.0,1498.0,0.0,2.0,0.0,3858.0,14940.0,99621.0,100113.0
437,CQISBG7BZX,20210125120000,74108.0,7142.0,17789.0,6.0,9.0,2256.0,511.0,0.0,763.0,25.0,0.0,2.0,0.0,71746.0,0.0,0.0,4985.0,42.0,0.0,671.0,1524.0,0.0,0.0,0.0,3959.0,14946.0,100297.0,100365.0
438,CQISBG9BZX,20210125120000,74177.0,7170.0,17515.0,3.0,5.0,2311.0,511.0,0.0,780.0,22.0,1.0,4.0,1.0,71567.0,0.0,0.0,4975.0,44.0,0.0,645.0,1608.0,0.0,0.0,0.0,3819.0,14943.0,99936.0,100358.0
439,CQISBG5BZX,20210125120000,73747.0,7033.0,17689.0,5.0,4.0,2237.0,479.0,0.0,735.0,27.0,0.0,3.0,1.0,71218.0,1.0,0.0,4930.0,34.0,0.0,648.0,1495.0,0.0,3.0,0.0,3798.0,14489.0,99467.0,99300.0
440,CQISBG6BZX,20210125121500,70349.0,6701.0,16218.0,5.0,2.0,2120.0,430.0,0.0,670.0,21.0,0.0,3.0,0.0,68356.0,0.0,0.0,4541.0,31.0,0.0,493.0,1359.0,0.0,0.0,0.0,3530.0,13531.0,94566.0,93956.0
441,CQISBG8BZX,20210125121500,70495.0,6859.0,16330.0,7.0,8.0,2131.0,468.0,0.0,679.0,22.0,0.0,4.0,0.0,67910.0,0.0,0.0,4535.0,26.0,0.0,588.0,1314.0,0.0,4.0,0.0,3633.0,13382.0,94462.0,94121.0
442,CQISBG7BZX,20210125121500,70685.0,6651.0,16441.0,6.0,3.0,2164.0,471.0,0.0,706.0,29.0,0.0,5.0,0.0,68018.0,0.0,0.0,4659.0,27.0,0.0,569.0,1378.0,0.0,0.0,0.0,3544.0,13452.0,94529.0,94480.0
443,CQISBG9BZX,20210125121500,70178.0,6733.0,16249.0,6.0,0.0,2213.0,466.0,0.0,712.0,22.0,0.0,2.0,0.0,68149.0,0.0,0.0,4715.0,35.0,0.0,537.0,1369.0,0.0,0.0,0.0,3485.0,13424.0,94598.0,93873.0
444,CQISBG5BZX,20210125121500,69575.0,6779.0,16305.0,8.0,5.0,2210.0,472.0,0.0,700.0,22.0,0.0,10.0,0.0,67898.0,0.0,0.0,4592.0,19.0,0.0,537.0,1306.0,0.0,0.0,0.0,3621.0,13382.0,94442.0,93207.0
445,CQISBG6BZX,20210125123000,66753.0,6423.0,15212.0,2.0,6.0,1965.0,421.0,0.0,706.0,8.0,0.0,8.0,0.0,65480.0,0.0,0.0,4325.0,25.0,0.0,420.0,1070.0,0.0,0.0,0.0,3076.0,12632.0,90271.0,88414.0
446,CQISBG8BZX,20210125123000,66886.0,6369.0,15116.0,8.0,5.0,1848.0,398.0,0.0,660.0,11.0,0.0,1.0,0.0,65077.0,0.0,0.0,4208.0,14.0,0.0,458.0,1159.0,0.0,0.0,0.0,3184.0,12271.0,89526.0,88280.0
447,CQISBG7BZX,20210125123000,66824.0,6370.0,14920.0,4.0,5.0,1932.0,389.0,0.0,645.0,10.0,0.0,1.0,3.0,65282.0,0.0,0.0,4297.0,20.0,0.0,440.0,1150.0,0.0,0.0,0.0,3350.0,12229.0,89603.0,88392.0
448,CQISBG9BZX,20210125123000,67026.0,6398.0,15060.0,8.0,5.0,1939.0,407.0,0.0,726.0,14.0,0.0,2.0,2.0,65100.0,0.0,0.0,4339.0,21.0,0.0,456.0,1161.0,0.0,0.0,0.0,3108.0,12332.0,89707.0,88524.0
449,CQISBG5BZX,20210125123000,66817.0,6471.0,15051.0,7.0,3.0,2102.0,442.0,0.0,664.0,5.0,0.0,3.0,0.0,65681.0,1.0,0.0,4118.0,17.0,0.0,430.0,1127.0,0.0,0.0,0.0,3076.0,12300.0,90465.0,88080.0
450,CQISBG6BZX,20210125124500,63149.0,6138.0,14160.0,2.0,3.0,1788.0,393.0,0.0,588.0,11.0,0.0,7.0,0.0,61803.0,0.0,0.0,3863.0,16.0,0.0,412.0,1043.0,0.0,0.0,0.0,2863.0,11511.0,84932.0,82946.0
451,CQISBG8BZX,20210125124500,62850.0,6053.0,14096.0,6.0,2.0,1814.0,390.0,0.0,647.0,7.0,0.0,6.0,0.0,61450.0,0.0,0.0,3922.0,13.0,0.0,436.0,1093.0,0.0,1.0,0.0,3056.0,11610.0,84491.0,83033.0
452,CQISBG7BZX,20210125124500,63648.0,6183.0,14503.0,3.0,11.0,1767.0,400.0,0.0,580.0,12.0,0.0,3.0,0.0,62068.0,0.0,0.0,3966.0,17.0,0.0,441.0,1096.0,0.0,0.0,0.0,3048.0,11770.0,85573.0,84105.0
