,NEname,dateTime,SC.AnsSessionTerm.fromVoLTE,SC.OrigRelBeforeRing.fromVoLTE,SC.OrigRelAfterRing.fromVoLTE,SC.FailSessionOrig.403.fromVoLTE,SC.FailSessionOrig.404.fromVoLTE,SC.FailSessionOrig.408.fromVoLTE,SC.FailSessionOrig.480.fromVoLTE,SC.FailSessionOrig.484.fromVoLTE,SC.FailSessionOrig.487.fromVoLTE,SC.FailSessionOrig.486.fromVoLTE,SC.FailSessionOrig.600.fromVoLTE,SC.FailSessionOrig.603.fromVoLTE,SC.FailSessionOrig.604.fromVoLTE,SC.AnsSessionOrig.fromVoLTE,SC.FailSessionTerm.403.fromVoLTE,SC.FailSessionTerm.404.fromVoLTE,SC.FailSessionTerm.408.fromVoLTE,SC.FailSessionTerm.480.fromVoLTE,SC.FailSessionTerm.484.fromVoLTE,SC.FailSessionTerm.486.fromVoLTE,SC.FailSessionTerm.487.fromVoLTE,SC.FailSessionTerm.600.fromVoLTE,SC.FailSessionTerm.603.fromVoLTE,SC.FailSessionTerm.604.fromVoLTE,SC.TermRelBeforeRing.fromVoLTE,SC.TermRelAfterRing.fromVoLTE,SC.AttSessionOrig.fromVoLTE,SC.AttSessionTerm.fromVoLTE
453,CQISBG9BZX,20210125124500,63285.0,5881.0,14115.0,4.0,4.0,1851.0,393.0,0.0,660.0,15.0,0.0,1.0,0.0,62127.0,0.0,0.0,4030.0,18.0,0.0,416.0,1125.0,0.0,1.0,0.0,3016.0,11575.0,85085.0,83520.0
454,CQISBG5BZX,20210125124500,63118.0,6023.0,14455.0,7.0,1.0,1893.0,421.0,0.0,621.0,11.0,0.0,3.0,1.0,61622.0,0.0,0.0,3971.0,22.0,0.0,425.0,1156.0,0.0,0.0,0.0,3012.0,11742.0,85089.0,83555.0
455,CQISBG6BZX,20210125130000,61642.0,5826.0,13637.0,6.0,6.0,1727.0,366.0,0.0,660.0,5.0,0.0,2.0,0.0,59343.0,0.0,0.0,3865.0,20.0,0.0,528.0,1157.0,0.0,1.0,0.0,2964.0,11666.0,81618.0,81910.0
456,CQISBG8BZX,20210125130000,60872.0,5879.0,13972.0,7.0,2.0,1679.0,401.0,0.0,657.0,10.0,0.0,0.0,0.0,59492.0,0.0,0.0,3897.0,26.0,0.0,537.0,1135.0,0.0,3.0,0.0,3063.0,11248.0,82129.0,80860.0
457,CQISBG7BZX,20210125130000,61426.0,6017.0,13794.0,2.0,7.0,1697.0,374.0,0.0,670.0,12.0,0.0,0.0,0.0,59640.0,0.0,0.0,3833.0,36.0,0.0,534.0,1101.0,0.0,0.0,0.0,2889.0,11589.0,82241.0,81573.0
458,CQISBG9BZX,20210125130000,60502.0,5970.0,13979.0,3.0,3.0,1876.0,389.0,0.0,625.0,7.0,0.0,8.0,0.0,59750.0,0.0,0.0,3841.0,21.0,0.0,527.0,1109.0,0.0,0.0,0.0,3117.0,11517.0,82634.0,80723.0
459,CQISBG5BZX,20210125130000,60647.0,6131.0,13911.0,6.0,6.0,1787.0,341.0,0.0,586.0,6.0,0.0,5.0,0.0,60028.0,0.0,0.0,3798.0,18.0,0.0,538.0,1165.0,0.0,0.0,0.0,2768.0,11464.0,82838.0,80494.0
460,CQISBG6BZX,20210125131500,58474.0,5668.0,13366.0,2.0,7.0,1689.0,387.0,0.0,625.0,7.0,0.0,4.0,0.0,56627.0,0.0,0.0,3888.0,16.0,0.0,635.0,1105.0,0.0,2.0,0.0,2919.0,11433.0,78430.0,78524.0
461,CQISBG8BZX,20210125131500,58741.0,5798.0,13570.0,5.0,2.0,1740.0,348.0,0.0,605.0,12.0,0.0,3.0,0.0,57071.0,0.0,0.0,3781.0,30.0,0.0,604.0,1138.0,0.0,0.0,0.0,2907.0,11223.0,79179.0,78508.0
462,CQISBG7BZX,20210125131500,58601.0,5700.0,13531.0,4.0,3.0,1662.0,380.0,0.0,570.0,11.0,0.0,2.0,0.0,57324.0,0.0,0.0,3890.0,13.0,0.0,561.0,1177.0,0.0,0.0,0.0,2919.0,11098.0,79212.0,78340.0
463,CQISBG9BZX,20210125131500,58882.0,5975.0,13387.0,5.0,3.0,1716.0,393.0,0.0,619.0,11.0,0.0,4.0,0.0,56892.0,0.0,0.0,3730.0,20.0,0.0,586.0,1167.0,0.0,0.0,0.0,2797.0,11397.0,79035.0,78637.0
464,CQISBG5BZX,20210125131500,58120.0,5828.0,13375.0,6.0,2.0,1798.0,410.0,0.0,566.0,12.0,0.0,4.0,0.0,56269.0,1.0,0.0,3928.0,11.0,0.0,546.0,1165.0,0.0,0.0,0.0,2876.0,11129.0,78318.0,77843.0
465,CQISBG6BZX,20210125133000,58323.0,5822.0,13360.0,3.0,3.0,1704.0,395.0,0.0,615.0,36.0,0.0,1.0,0.0,56157.0,0.0,0.0,4122.0,23.0,0.0,784.0,1490.0,0.0,3.0,0.0,3333.0,11634.0,78142.0,79859.0
466,CQISBG8BZX,20210125133000,58067.0,5813.0,13291.0,6.0,3.0,1688.0,370.0,0.0,643.0,25.0,0.0,7.0,1.0,55630.0,0.0,0.0,3974.0,13.0,0.0,762.0,1436.0,0.0,0.0,0.0,3227.0,11568.0,77499.0,79189.0
467,CQISBG7BZX,20210125133000,57910.0,5755.0,13207.0,7.0,3.0,1719.0,312.0,0.0,561.0,28.0,0.0,1.0,0.0,56359.0,0.0,0.0,4027.0,24.0,0.0,741.0,1444.0,0.0,0.0,0.0,3092.0,11420.0,77983.0,78780.0
468,CQISBG9BZX,20210125133000,58319.0,5808.0,13286.0,5.0,6.0,1751.0,389.0,0.0,599.0,30.0,0.0,4.0,0.0,56195.0,0.0,0.0,4066.0,37.0,0.0,747.0,1450.0,0.0,0.0,0.0,3090.0,11514.0,78116.0,79364.0
469,CQISBG5BZX,20210125133000,57642.0,5713.0,13382.0,4.0,3.0,1659.0,361.0,0.0,631.0,36.0,0.0,4.0,0.0,55725.0,0.0,0.0,4058.0,14.0,0.0,824.0,1387.0,0.0,0.0,0.0,3045.0,11457.0,77558.0,78610.0
470,CQISBG6BZX,20210125134500,58791.0,5905.0,13561.0,8.0,5.0,1737.0,400.0,0.0,604.0,38.0,0.0,4.0,0.0,56555.0,0.0,0.0,4278.0,33.0,0.0,915.0,1641.0,0.0,0.0,0.0,3394.0,12258.0,78851.0,81513.0
471,CQISBG8BZX,20210125134500,59228.0,6008.0,13577.0,4.0,10.0,1759.0,355.0,0.0,586.0,38.0,0.0,4.0,0.0,56002.0,0.0,0.0,4291.0,21.0,0.0,975.0,1543.0,0.0,1.0,0.0,3416.0,12057.0,78375.0,81712.0
472,CQISBG7BZX,20210125134500,59240.0,5797.0,13459.0,7.0,2.0,1744.0,370.0,0.0,611.0,34.0,0.0,2.0,0.0,56083.0,0.0,0.0,4204.0,24.0,0.0,914.0,1595.0,0.0,0.0,0.0,3327.0,11847.0,78138.0,81326.0
473,CQISBG9BZX,20210125134500,59381.0,5993.0,13633.0,11.0,7.0,1715.0,355.0,0.0,588.0,40.0,0.0,1.0,1.0,56313.0,0.0,0.0,4322.0,43.0,0.0,930.0,1584.0,0.0,0.0,0.0,3281.0,11988.0,78678.0,81698.0
474,CQISBG5BZX,20210125134500,59260.0,5689.0,13320.0,9.0,8.0,1658.0,355.0,0.0,591.0,40.0,0.0,2.0,0.0,56092.0,1.0,0.0,4228.0,21.0,0.0,955.0,1619.0,0.0,1.0,0.0,3378.0,11950.0,77804.0,81614.0
475,CQISBG6BZX,20210125140000,64309.0,6345.0,14770.0,1.0,3.0,1730.0,434.0,0.0,635.0,48.0,0.0,3.0,0.0,60443.0,0.0,0.0,4777.0,42.0,0.0,1148.0,2129.0,0.0,0.0,0.0,3890.0,13722.0,84449.0,90184.0
476,CQISBG8BZX,20210125140000,64491.0,6862.0,14905.0,2.0,5.0,1747.0,426.0,0.0,573.0,46.0,0.0,3.0,0.0,60580.0,0.0,0.0,4894.0,38.0,0.0,1288.0,2285.0,0.0,0.0,0.0,4017.0,13904.0,85195.0,91078.0
477,CQISBG7BZX,20210125140000,64799.0,6181.0,14825.0,4.0,11.0,1758.0,408.0,0.0,575.0,58.0,0.0,4.0,0.0,60277.0,0.0,0.0,4825.0,40.0,0.0,1252.0,2287.0,0.0,0.0,0.0,3916.0,13623.0,84140.0,90953.0
478,CQISBG9BZX,20210125140000,65101.0,6327.0,14915.0,1.0,1.0,1756.0,426.0,0.0,624.0,42.0,0.0,4.0,0.0,60881.0,0.0,0.0,4851.0,29.0,0.0,1222.0,2214.0,0.0,1.0,0.0,3876.0,13724.0,85011.0,91188.0
479,CQISBG5BZX,20210125140000,63972.0,6435.0,14616.0,10.0,10.0,1730.0,416.0,0.0,685.0,58.0,0.0,3.0,0.0,60135.0,0.0,0.0,4826.0,33.0,0.0,1181.0,2126.0,0.0,1.0,0.0,3971.0,13714.0,84139.0,89978.0
480,CQISBG6BZX,20210125141500,67197.0,6692.0,14955.0,5.0,4.0,1849.0,435.0,0.0,690.0,50.0,0.0,0.0,0.0,62025.0,0.0,0.0,4924.0,31.0,0.0,1302.0,2294.0,0.0,4.0,0.0,3860.0,14177.0,86747.0,93890.0
481,CQISBG8BZX,20210125141500,67348.0,6745.0,15616.0,7.0,8.0,1766.0,420.0,0.0,658.0,60.0,0.0,3.0,0.0,62339.0,0.0,0.0,5078.0,26.0,0.0,1209.0,2278.0,0.0,2.0,0.0,3936.0,14451.0,87657.0,94492.0
482,CQISBG7BZX,20210125141500,67754.0,6576.0,15185.0,12.0,9.0,1902.0,397.0,0.0,603.0,58.0,0.0,2.0,0.0,61838.0,0.0,0.0,4721.0,34.0,0.0,1229.0,2278.0,0.0,1.0,0.0,3796.0,14141.0,86608.0,94126.0
483,CQISBG9BZX,20210125141500,67438.0,6673.0,15434.0,6.0,14.0,1845.0,430.0,0.0,623.0,54.0,0.0,5.0,0.0,62574.0,0.0,0.0,4879.0,32.0,0.0,1272.0,2343.0,0.0,1.0,0.0,4063.0,14568.0,87683.0,94752.0
484,CQISBG5BZX,20210125141500,66514.0,6622.0,15281.0,7.0,11.0,1818.0,377.0,0.0,672.0,51.0,0.0,1.0,0.0,62052.0,0.0,0.0,4956.0,24.0,0.0,1312.0,2212.0,0.0,2.0,0.0,3981.0,14198.0,86934.0,93362.0
485,CQISBG6BZX,20210125143000,68650.0,6774.0,16043.0,5.0,7.0,1794.0,416.0,0.0,618.0,58.0,0.0,3.0,0.0,63239.0,0.0,0.0,5048.0,28.0,0.0,1364.0,2349.0,0.0,1.0,0.0,4169.0,14751.0,89003.0,96503.0
486,CQISBG8BZX,20210125143000,68858.0,6862.0,15784.0,7.0,6.0,1811.0,432.0,0.0,644.0,49.0,0.0,3.0,2.0,63281.0,3.0,0.0,5183.0,31.0,0.0,1299.0,2326.0,0.0,0.0,0.0,3991.0,14693.0,88926.0,96524.0
487,CQISBG7BZX,20210125143000,68967.0,6899.0,15805.0,4.0,6.0,1783.0,444.0,0.0,630.0,62.0,0.0,3.0,0.0,63155.0,0.0,0.0,4872.0,28.0,0.0,1319.0,2493.0,0.0,0.0,0.0,4047.0,14595.0,88837.0,96502.0
488,CQISBG9BZX,20210125143000,68679.0,6844.0,15876.0,4.0,12.0,1918.0,443.0,0.0,636.0,49.0,0.0,4.0,0.0,63547.0,1.0,0.0,4913.0,22.0,0.0,1339.0,2384.0,0.0,2.0,0.0,3980.0,14789.0,89373.0,96326.0
489,CQISBG5BZX,20210125143000,68571.0,6620.0,15797.0,11.0,12.0,1832.0,454.0,0.0,625.0,69.0,0.0,6.0,0.0,63373.0,0.0,0.0,5028.0,31.0,0.0,1348.0,2404.0,0.0,0.0,0.0,3993.0,14638.0,88851.0,96204.0
490,CQISBG6BZX,20210125144500,69906.0,6692.0,16011.0,6.0,9.0,1801.0,400.0,0.0,645.0,65.0,0.0,5.0,0.0,63834.0,0.0,0.0,5119.0,20.0,0.0,1236.0,2396.0,0.0,0.0,0.0,4108.0,14646.0,89507.0,97572.0
491,CQISBG8BZX,20210125144500,69335.0,6700.0,16172.0,8.0,7.0,1774.0,403.0,0.0,635.0,62.0,0.0,8.0,0.0,64031.0,0.0,0.0,4938.0,24.0,0.0,1243.0,2431.0,0.0,1.0,0.0,4051.0,14706.0,89832.0,96883.0
492,CQISBG7BZX,20210125144500,69280.0,6919.0,15767.0,8.0,5.0,1846.0,438.0,0.0,689.0,67.0,0.0,1.0,0.0,63515.0,0.0,0.0,4960.0,35.0,0.0,1198.0,2304.0,0.0,0.0,0.0,4108.0,14533.0,89286.0,96563.0
493,CQISBG9BZX,20210125144500,69349.0,6812.0,16008.0,5.0,12.0,1760.0,422.0,0.0,658.0,58.0,0.0,4.0,0.0,64270.0,0.0,0.0,4911.0,32.0,0.0,1210.0,2377.0,0.0,0.0,0.0,4208.0,14873.0,90046.0,97096.0
494,CQISBG5BZX,20210125144500,68665.0,6744.0,15618.0,6.0,14.0,1872.0,447.0,0.0,684.0,56.0,0.0,4.0,0.0,63711.0,0.0,0.0,4976.0,28.0,0.0,1239.0,2357.0,0.0,1.0,0.0,4304.0,14496.0,89186.0,96191.0
495,CQISBG6BZX,20210125150000,70822.0,6795.0,16167.0,4.0,6.0,1865.0,474.0,0.0,665.0,59.0,0.0,7.0,0.0,64766.0,0.0,0.0,5056.0,32.0,0.0,1346.0,2366.0,0.0,0.0,0.0,4114.0,14734.0,90840.0,98596.0
496,CQISBG8BZX,20210125150000,70288.0,7034.0,16496.0,8.0,6.0,1793.0,455.0,0.0,678.0,53.0,0.0,4.0,0.0,64751.0,0.0,0.0,5010.0,37.0,0.0,1309.0,2410.0,0.0,1.0,0.0,4226.0,15092.0,91319.0,98514.0
497,CQISBG7BZX,20210125150000,70464.0,6894.0,16193.0,6.0,6.0,1847.0,460.0,0.0,689.0,74.0,0.0,3.0,0.0,64567.0,0.0,0.0,5255.0,31.0,0.0,1257.0,2372.0,0.0,1.0,0.0,4219.0,14969.0,90767.0,98726.0
498,CQISBG9BZX,20210125150000,70095.0,6996.0,16318.0,3.0,12.0,1829.0,461.0,0.0,651.0,53.0,0.0,5.0,0.0,64394.0,3.0,0.0,4975.0,32.0,0.0,1221.0,2415.0,0.0,0.0,0.0,4287.0,14780.0,90754.0,97908.0
499,CQISBG5BZX,20210125150000,69635.0,6948.0,16322.0,3.0,7.0,1981.0,428.0,0.0,639.0,53.0,0.0,2.0,3.0,64518.0,0.0,0.0,5184.0,19.0,0.0,1200.0,2302.0,0.0,1.0,0.0,4100.0,15048.0,90951.0,97646.0
500,CQISBG6BZX,20210125151500,70436.0,6730.0,15923.0,9.0,7.0,1880.0,513.0,0.0,659.0,57.0,0.0,3.0,4.0,64769.0,5.0,0.0,5007.0,21.0,0.0,1334.0,2466.0,0.0,1.0,0.0,4277.0,14839.0,90601.0,98504.0
501,CQISBG8BZX,20210125151500,70625.0,6920.0,16359.0,6.0,5.0,1842.0,407.0,0.0,637.0,56.0,0.0,7.0,0.0,64921.0,0.0,0.0,5206.0,28.0,0.0,1271.0,2486.0,0.0,0.0,0.0,4063.0,15352.0,91199.0,99181.0
502,CQISBG7BZX,20210125151500,70493.0,6906.0,16199.0,9.0,5.0,1912.0,464.0,0.0,643.0,77.0,0.0,4.0,0.0,64763.0,0.0,0.0,5172.0,26.0,0.0,1278.0,2541.0,0.0,0.0,0.0,4098.0,14948.0,91038.0,98688.0
503,CQISBG9BZX,20210125151500,70331.0,6909.0,16117.0,5.0,16.0,1845.0,450.0,0.0,630.0,50.0,0.0,3.0,0.0,64622.0,5.0,0.0,4958.0,29.0,0.0,1294.0,2479.0,0.0,3.0,0.0,4293.0,15021.0,90677.0,98535.0
504,CQISBG5BZX,20210125151500,69860.0,6931.0,16055.0,8.0,11.0,1862.0,432.0,0.0,669.0,64.0,0.0,4.0,0.0,64571.0,0.0,0.0,5027.0,30.0,0.0,1258.0,2474.0,0.0,2.0,0.0,3956.0,14788.0,90641.0,97524.0
505,CQISBG6BZX,20210125153000,70705.0,6795.0,16171.0,10.0,7.0,1954.0,498.0,0.0,677.0,42.0,0.0,4.0,0.0,64427.0,2.0,0.0,5087.0,31.0,0.0,1252.0,2304.0,0.0,0.0,0.0,3960.0,15090.0,90620.0,98602.0
506,CQISBG8BZX,20210125153000,70410.0,7143.0,16311.0,8.0,8.0,1858.0,446.0,0.0,660.0,79.0,0.0,2.0,0.0,65026.0,0.0,0.0,5115.0,36.0,0.0,1216.0,2408.0,0.0,1.0,0.0,4031.0,15183.0,91590.0,98555.0
507,CQISBG7BZX,20210125153000,70800.0,6921.0,16257.0,14.0,5.0,1898.0,487.0,0.0,653.0,49.0,0.0,2.0,0.0,64506.0,0.0,0.0,4910.0,36.0,0.0,1238.0,2387.0,0.0,1.0,0.0,3852.0,14751.0,90840.0,98138.0
508,CQISBG9BZX,20210125153000,70279.0,6885.0,15982.0,3.0,12.0,1897.0,466.0,0.0,615.0,38.0,0.0,2.0,0.0,64834.0,0.0,0.0,5104.0,32.0,0.0,1242.0,2382.0,0.0,0.0,0.0,4178.0,14853.0,90761.0,98229.0
509,CQISBG5BZX,20210125153000,69610.0,6884.0,15902.0,6.0,5.0,1871.0,426.0,0.0,636.0,64.0,0.0,4.0,0.0,64804.0,0.0,0.0,5164.0,37.0,0.0,1276.0,2296.0,0.0,1.0,0.0,4005.0,15000.0,90644.0,97588.0
510,CQISBG6BZX,20210125154500,71966.0,7043.0,16300.0,8.0,7.0,1834.0,422.0,0.0,642.0,50.0,0.0,1.0,0.0,66190.0,0.0,0.0,5096.0,26.0,0.0,1196.0,2215.0,0.0,1.0,0.0,4097.0,15124.0,92526.0,99856.0
511,CQISBG8BZX,20210125154500,71716.0,7053.0,16836.0,7.0,8.0,1879.0,438.0,0.0,659.0,59.0,0.0,1.0,0.0,66251.0,0.0,0.0,5184.0,33.0,0.0,1178.0,2283.0,0.0,0.0,0.0,4153.0,15444.0,93231.0,100151.0
512,CQISBG7BZX,20210125154500,72089.0,6800.0,16365.0,9.0,6.0,1867.0,423.0,0.0,648.0,55.0,0.0,7.0,0.0,66028.0,0.0,0.0,5038.0,18.0,0.0,1203.0,2297.0,0.0,0.0,0.0,4114.0,14989.0,92248.0,99851.0
513,CQISBG9BZX,20210125154500,71872.0,6866.0,16226.0,8.0,5.0,1870.0,449.0,0.0,665.0,69.0,0.0,7.0,0.0,65973.0,0.0,0.0,5167.0,24.0,0.0,1284.0,2242.0,0.0,2.0,0.0,3975.0,15067.0,92169.0,99746.0
514,CQISBG5BZX,20210125154500,71069.0,7030.0,16256.0,9.0,2.0,2033.0,441.0,0.0,654.0,52.0,0.0,10.0,0.0,65871.0,2.0,0.0,5160.0,21.0,0.0,1156.0,2309.0,0.0,0.0,0.0,3947.0,14879.0,92400.0,98674.0
515,CQISBG6BZX,20210125160000,73564.0,7035.0,16871.0,10.0,8.0,1974.0,429.0,0.0,679.0,57.0,0.0,3.0,0.0,68165.0,0.0,0.0,5110.0,23.0,0.0,1189.0,2305.0,0.0,4.0,0.0,4403.0,15459.0,95271.0,102187.0
516,CQISBG8BZX,20210125160000,73126.0,7043.0,17001.0,5.0,5.0,1985.0,438.0,0.0,677.0,60.0,0.0,2.0,0.0,67557.0,0.0,0.0,5219.0,35.0,0.0,1223.0,2302.0,0.0,1.0,0.0,4111.0,15743.0,94817.0,101912.0
517,CQISBG7BZX,20210125160000,73634.0,7154.0,16767.0,8.0,13.0,2010.0,453.0,0.0,713.0,53.0,0.0,5.0,0.0,68159.0,0.0,0.0,5158.0,41.0,0.0,1241.0,2346.0,0.0,0.0,0.0,4265.0,15676.0,95367.0,102519.0
518,CQISBG9BZX,20210125160000,73320.0,7088.0,16879.0,7.0,9.0,1937.0,458.0,0.0,713.0,47.0,0.0,7.0,0.0,67768.0,0.0,0.0,5170.0,22.0,0.0,1199.0,2386.0,0.0,0.0,0.0,4290.0,15386.0,94955.0,101944.0
519,CQISBG5BZX,20210125160000,72956.0,7195.0,16828.0,5.0,4.0,2005.0,487.0,0.0,612.0,52.0,0.0,13.0,2.0,67787.0,2.0,0.0,5212.0,35.0,0.0,1187.0,2238.0,0.0,2.0,0.0,4275.0,15201.0,95013.0,101227.0
520,CQISBG6BZX,20210125161500,74120.0,7333.0,17147.0,13.0,7.0,2027.0,434.0,0.0,708.0,54.0,0.0,4.0,0.0,68070.0,0.0,0.0,5182.0,25.0,0.0,1206.0,2286.0,0.0,1.0,0.0,4256.0,15464.0,95837.0,102657.0
521,CQISBG8BZX,20210125161500,73627.0,7018.0,16748.0,4.0,5.0,1906.0,462.0,0.0,676.0,58.0,0.0,0.0,0.0,68138.0,0.0,0.0,5312.0,25.0,0.0,1233.0,2301.0,0.0,1.0,0.0,4325.0,15597.0,95046.0,102572.0
522,CQISBG7BZX,20210125161500,73863.0,7312.0,16977.0,3.0,8.0,2033.0,458.0,0.0,692.0,73.0,0.0,10.0,0.0,68579.0,0.0,0.0,5245.0,34.0,0.0,1262.0,2410.0,0.0,2.0,0.0,4215.0,15488.0,96173.0,102665.0
523,CQISBG9BZX,20210125161500,73819.0,7160.0,16948.0,7.0,9.0,2034.0,433.0,0.0,769.0,61.0,0.0,8.0,0.0,68389.0,0.0,0.0,5287.0,41.0,0.0,1179.0,2281.0,0.0,1.0,0.0,4244.0,15650.0,95851.0,102624.0
524,CQISBG5BZX,20210125161500,73361.0,7066.0,16898.0,9.0,2.0,2086.0,530.0,0.0,717.0,42.0,0.0,1.0,0.0,67704.0,0.0,0.0,5123.0,38.0,0.0,1102.0,2272.0,0.0,0.0,0.0,4296.0,15429.0,95099.0,101733.0
525,CQISBG6BZX,20210125163000,75139.0,7316.0,17093.0,5.0,8.0,2093.0,474.0,0.0,695.0,67.0,0.0,8.0,0.0,69775.0,0.0,0.0,5218.0,41.0,0.0,1216.0,2298.0,0.0,0.0,0.0,4319.0,15601.0,97587.0,103941.0
526,CQISBG8BZX,20210125163000,74876.0,7147.0,16811.0,6.0,13.0,1934.0,495.0,0.0,670.0,64.0,0.0,1.0,0.0,68684.0,0.0,0.0,5341.0,36.0,0.0,1194.0,2320.0,0.0,1.0,0.0,4325.0,15529.0,95865.0,103771.0
527,CQISBG7BZX,20210125163000,74868.0,7362.0,17261.0,5.0,9.0,2058.0,497.0,0.0,708.0,54.0,0.0,4.0,0.0,69375.0,0.0,0.0,5346.0,34.0,0.0,1137.0,2365.0,0.0,1.0,0.0,4270.0,15348.0,97385.0,103523.0
528,CQISBG9BZX,20210125163000,74660.0,7396.0,17025.0,5.0,12.0,2001.0,529.0,0.0,714.0,59.0,0.0,11.0,0.0,69445.0,0.0,0.0,5255.0,38.0,0.0,1117.0,2394.0,0.0,0.0,0.0,4323.0,15623.0,97249.0,103551.0
529,CQISBG5BZX,20210125163000,74062.0,7204.0,17181.0,5.0,3.0,2070.0,539.0,0.0,643.0,60.0,0.0,5.0,0.0,69246.0,0.0,0.0,5310.0,32.0,0.0,1172.0,2345.0,0.0,1.0,0.0,4318.0,15581.0,96996.0,102977.0
530,CQISBG6BZX,20210125164500,77232.0,7496.0,17114.0,5.0,8.0,2021.0,517.0,0.0,776.0,64.0,0.0,12.0,0.0,71146.0,0.0,0.0,5276.0,39.0,0.0,1138.0,2208.0,0.0,0.0,0.0,4378.0,15440.0,99213.0,105887.0
531,CQISBG8BZX,20210125164500,75814.0,7211.0,17250.0,8.0,20.0,2000.0,455.0,0.0,716.0,55.0,0.0,5.0,0.0,70848.0,0.0,0.0,5289.0,49.0,0.0,1214.0,2193.0,0.0,1.0,0.0,4324.0,15758.0,98615.0,104815.0
532,CQISBG7BZX,20210125164500,75835.0,7410.0,17096.0,4.0,8.0,1964.0,462.0,0.0,711.0,48.0,0.0,3.0,0.0,70840.0,0.0,0.0,5234.0,32.0,0.0,1125.0,2270.0,0.0,1.0,0.0,4382.0,15831.0,98590.0,104880.0
533,CQISBG9BZX,20210125164500,76581.0,7425.0,17248.0,15.0,9.0,2045.0,470.0,0.0,743.0,52.0,0.0,4.0,0.0,71883.0,0.0,0.0,5365.0,44.0,0.0,1190.0,2213.0,0.0,1.0,0.0,4224.0,15698.0,99946.0,105450.0
534,CQISBG5BZX,20210125164500,75718.0,7380.0,17509.0,1.0,9.0,2224.0,471.0,0.0,669.0,51.0,0.0,5.0,0.0,70809.0,1.0,0.0,5267.0,40.0,0.0,1132.0,2179.0,0.0,0.0,0.0,4178.0,15666.0,99166.0,104378.0
535,CQISBG6BZX,20210125170000,80044.0,7639.0,17988.0,12.0,9.0,2016.0,497.0,0.0,752.0,44.0,0.0,3.0,0.0,75066.0,4.0,0.0,5313.0,41.0,0.0,1133.0,2207.0,0.0,1.0,0.0,4160.0,16092.0,104065.0,109172.0
536,CQISBG8BZX,20210125170000,80099.0,7474.0,17963.0,4.0,9.0,2127.0,462.0,0.0,737.0,50.0,0.0,2.0,0.0,75101.0,0.0,0.0,5556.0,45.0,0.0,1257.0,2248.0,0.0,0.0,0.0,4402.0,16209.0,103965.0,109927.0
537,CQISBG7BZX,20210125170000,79584.0,7864.0,18198.0,3.0,10.0,2163.0,557.0,0.0,788.0,58.0,0.0,4.0,0.0,74816.0,0.0,0.0,5394.0,26.0,0.0,1161.0,2387.0,0.0,1.0,0.0,4373.0,16253.0,104494.0,109313.0
538,CQISBG9BZX,20210125170000,80434.0,7499.0,18220.0,7.0,8.0,2180.0,530.0,0.0,756.0,52.0,0.0,6.0,0.0,75088.0,0.0,0.0,5453.0,41.0,0.0,1283.0,2319.0,0.0,0.0,0.0,4398.0,16235.0,104392.0,110315.0
539,CQISBG5BZX,20210125170000,80268.0,7565.0,18154.0,4.0,5.0,2131.0,502.0,0.0,817.0,40.0,0.0,4.0,0.0,74650.0,0.0,0.0,5552.0,35.0,0.0,1158.0,2281.0,0.0,0.0,0.0,4293.0,16466.0,103933.0,110219.0
540,CQISBG6BZX,20210125171500,82117.0,7593.0,18617.0,4.0,8.0,2272.0,484.0,0.0,822.0,39.0,0.0,7.0,0.0,76910.0,0.0,0.0,5571.0,38.0,0.0,1072.0,2167.0,0.0,1.0,0.0,4279.0,16699.0,106798.0,112060.0
541,CQISBG8BZX,20210125171500,81709.0,7745.0,18558.0,13.0,6.0,2277.0,442.0,0.0,734.0,45.0,0.0,6.0,0.0,76586.0,0.0,0.0,5446.0,40.0,0.0,1119.0,2161.0,0.0,0.0,0.0,4365.0,16826.0,106488.0,111824.0
542,CQISBG7BZX,20210125171500,81214.0,7638.0,18512.0,5.0,5.0,2223.0,514.0,0.0,761.0,46.0,0.0,7.0,0.0,76542.0,0.0,0.0,5331.0,40.0,0.0,1053.0,2168.0,0.0,1.0,0.0,4303.0,16485.0,106301.0,110753.0
543,CQISBG9BZX,20210125171500,82499.0,7540.0,18171.0,5.0,10.0,2219.0,529.0,0.0,738.0,43.0,0.0,6.0,0.0,76713.0,0.0,0.0,5442.0,31.0,0.0,1133.0,2125.0,0.0,3.0,0.0,4346.0,16366.0,106031.0,112045.0
544,CQISBG5BZX,20210125171500,81176.0,7528.0,18273.0,1.0,8.0,2277.0,553.0,0.0,744.0,38.0,0.0,4.0,0.0,76744.0,0.0,0.0,5330.0,42.0,0.0,990.0,2241.0,0.0,1.0,0.0,4154.0,16289.0,106213.0,110352.0
545,CQISBG11BHW,20210125090000,99371.0,11229.0,23290.0,16.0,1.0,2281.0,1764.0,0.0,976.0,22.0,0.0,18.0,6.0,99065.0,7.0,2.0,105.0,3886.0,0.0,1341.0,1129.0,0.0,106.0,0.0,5657.0,24043.0,138963.0,136129.0
546,CQISBG12BHW,20210125090000,98816.0,11087.0,23103.0,17.0,1.0,2383.0,1799.0,0.0,972.0,9.0,0.0,34.0,6.0,97953.0,2.0,2.0,147.0,3771.0,0.0,1359.0,1236.0,0.0,119.0,2.0,5513.0,23902.0,137705.0,135386.0
